STATION,NEW WQI,WQI CHANGE
1533,88.88855408,-0.5252124086
1534,91.88524507,-0.2162423139
1535,66.02077606,-1.708292742
1536,86.15339747,-0.6970645377
1537,87.84664432,-0.33916768
1538,94.28115844,-0.5937880708
1539,64.062642,-1.6019249
1540,68.46906076,-1.137967063
1541,100,0
1542,90.52828743,-0.4439594082
2243,-0.3796724572,-17.13799286
2244,90.20818248,-0.2659154905
2245,90.34323609,-0.3585863379
2246,65.10777936,-1.326761388
2247,90.80296532,-0.8063464704
2248,65.33023423,-1.313643623
2249,91.68360437,-3.047347915
2250,81.9816845,-1.601733928
2251,90.84426977,-0.3610050093
2252,-0.3796724572,-17.13799286
2253,51.65958891,2.504429997
2254,75.73110656,-0.7891551809
2255,75.781504,-0.7869756546
2256,86.21951634,2.45659559
2257,77.65555714,-1.178139172
,-0.3796724572,-17.13799286
2258,93.93758076,-0.5420271181
2259,69.80448877,-1.24325958
2261,51.45401207,-2.505712997
2262,-0.3796724572,-17.13799286
2263,80.82706921,-3.82341856
2264,100,0
1513,-0.3796724572,-17.13799286
1514,-0.3796724572,-17.13799286
1515,-0.3796724572,-17.13799286
1516,-0.3796724572,-17.13799286
1517,62.64201122,-0.7960807499
1518,62.0835438,-2.241581987
1519,34.38774453,-1.559939717
1520,61.88561892,-0.9344559106
1521,-0.3796724572,-17.13799286
1522,66.60564157,-0.6918069963
1523,-0.3796724572,-17.13799286
1524,-0.3796724572,-17.13799286
1795,-0.3796724572,-17.13799286
,-0.3796724572,-17.13799286
1810,-0.3796724572,-17.13799286
1811,-0.3796724572,-17.13799286
3087,-0.3796724572,-17.13799286
3088,-0.3796724572,-17.13799286
3089,-0.3796724572,-17.13799286
3090,-0.3796724572,-17.13799286
3091,-0.3796724572,-17.13799286
3092,-0.3796724572,-17.13799286
3093,-0.3796724572,-17.13799286
3094,-0.3796724572,-17.13799286
1791,-0.3796724572,-17.13799286
1792,-0.3796724572,-17.13799286
1793,-0.3796724572,-17.13799286
1794,-0.3796724572,-17.13799286
16,-0.3796724572,-17.13799286
26,-0.3796724572,-17.13799286
27,-0.3796724572,-17.13799286
2054,78.44579374,1.142464396
2055,91.25394627,-1.634707686
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
