business_id,date,score,type
272,2014-12-03,72,Routine - Unscheduled
290,2014-12-10,80,Routine - Unscheduled
290,2014-12-19,,Reinspection/Followup
305,2014-12-04,85,Routine - Unscheduled
305,2014-12-04,,Reinspection/Followup
305,2014-12-05,,Reinspection/Followup
379,2014-12-02,100,Routine - Unscheduled
389,2014-12-17,100,Routine - Unscheduled
423,2014-12-09,85,Routine - Unscheduled
423,2014-12-09,,Foodborne Illness Investigation
522,2014-12-12,100,Routine - Unscheduled
547,2014-12-10,96,Routine - Unscheduled
567,2014-12-19,91,Routine - Unscheduled
567,2014-12-22,,Reinspection/Followup
606,2014-12-12,,Complaint
606,2014-12-16,,Complaint
606,2014-12-19,,Complaint
606,2014-12-31,,Reinspection/Followup
809,2014-12-09,,Reinspection/Followup
809,2014-12-16,,Reinspection/Followup
827,2014-12-04,98,Routine - Unscheduled
874,2014-12-26,82,Routine - Unscheduled
892,2014-12-05,100,Routine - Unscheduled
994,2014-12-09,90,Routine - Unscheduled
994,2014-12-17,,Reinspection/Followup
1125,2014-12-02,94,Routine - Unscheduled
1135,2014-12-24,,Non-inspection site visit
1144,2014-12-05,,Reinspection/Followup
1203,2014-12-09,98,Routine - Unscheduled
1409,2014-12-22,100,Routine - Unscheduled
1426,2014-12-10,90,Routine - Unscheduled
1427,2014-12-03,80,Routine - Unscheduled
1565,2014-12-05,88,Routine - Unscheduled
1565,2014-12-19,,Reinspection/Followup
1757,2014-12-10,73,Routine - Unscheduled
1896,2014-12-08,,Reinspection/Followup
1900,2014-12-02,,Reinspection/Followup
1939,2014-12-05,96,Routine - Unscheduled
1942,2014-12-15,,Reinspection/Followup
1942,2014-12-16,,Reinspection/Followup
1978,2014-12-08,76,Routine - Unscheduled
1978,2014-12-22,,Reinspection/Followup
2072,2014-12-16,96,Routine - Unscheduled
2115,2014-12-04,72,Routine - Unscheduled
2115,2014-12-11,,Reinspection/Followup
2152,2014-12-05,85,Routine - Unscheduled
2152,2014-12-19,,Reinspection/Followup
2245,2014-12-19,98,Routine - Unscheduled
2505,2014-12-08,,Reinspection/Followup
2780,2014-12-15,94,Routine - Unscheduled
2818,2014-12-05,100,Routine - Unscheduled
2833,2014-12-22,,Complaint
3129,2014-12-10,94,Routine - Unscheduled
3174,2014-12-17,,Foodborne Illness Investigation
3218,2014-12-15,,Reinspection/Followup
3241,2014-12-09,72,Routine - Unscheduled
3267,2014-12-01,100,Routine - Unscheduled
3285,2014-12-12,92,Routine - Unscheduled
3350,2014-12-23,98,Routine - Unscheduled
3425,2014-12-16,92,Routine - Unscheduled
3476,2014-12-03,79,Routine - Unscheduled
3490,2014-12-12,100,Routine - Unscheduled
