business_id,date,score,type
54,2014-03-25,92,Routine - Unscheduled
88,2014-03-19,,Reinspection/Followup
98,2014-03-24,96,Routine - Unscheduled
194,2014-03-05,88,Routine - Unscheduled
194,2014-03-07,90,Routine - Unscheduled
200,2014-03-17,92,Routine - Unscheduled
208,2014-03-13,91,Routine - Unscheduled
217,2014-03-11,,Complaint
247,2014-03-04,94,Routine - Unscheduled
253,2014-03-12,,Non-inspection site visit
256,2014-03-03,98,Routine - Unscheduled
275,2014-03-28,96,Routine - Unscheduled
299,2014-03-06,92,Routine - Unscheduled
302,2014-03-04,94,Routine - Unscheduled
305,2014-03-21,88,Routine - Unscheduled
315,2014-03-10,88,Routine - Unscheduled
315,2014-03-24,,Reinspection/Followup
328,2014-03-05,94,Routine - Unscheduled
335,2014-03-06,79,Routine - Unscheduled
337,2014-03-25,,Non-inspection site visit
379,2014-03-17,89,Routine - Unscheduled
379,2014-03-24,,Complaint
385,2014-03-06,90,Routine - Unscheduled
428,2014-03-06,100,Routine - Unscheduled
428,2014-03-14,,Reinspection/Followup
500,2014-03-27,77,Routine - Unscheduled
510,2014-03-04,,Non-inspection site visit
527,2014-03-03,,Reinspection/Followup
538,2014-03-03,,Reinspection/Followup
588,2014-03-10,85,Routine - Unscheduled
588,2014-03-17,,Reinspection/Followup
597,2014-03-19,98,Routine - Unscheduled
619,2014-03-12,,Non-inspection site visit
642,2014-03-06,100,Routine - Unscheduled
659,2014-03-14,98,Routine - Unscheduled
795,2014-03-18,96,Routine - Unscheduled
799,2014-03-19,98,Routine - Unscheduled
809,2014-03-11,86,Routine - Unscheduled
809,2014-03-24,,Reinspection/Followup
902,2014-03-13,96,Routine - Unscheduled
905,2014-03-12,100,Routine - Unscheduled
919,2014-03-11,92,Routine - Unscheduled
920,2014-03-11,90,Routine - Unscheduled
993,2014-03-13,100,Routine - Unscheduled
1005,2014-03-03,85,Routine - Unscheduled
1005,2014-03-05,,Reinspection/Followup
1018,2014-03-25,100,Routine - Unscheduled
1060,2014-03-05,94,Routine - Unscheduled
1085,2014-03-03,100,Routine - Unscheduled
1090,2014-03-18,,Reinspection/Followup
1127,2014-03-07,92,Routine - Unscheduled
