business_id,date,score,type
48,2014-05-23,92,Routine - Unscheduled
61,2014-05-30,94,Routine - Unscheduled
66,2014-05-19,91,Routine - Unscheduled
73,2014-05-22,92,Routine - Unscheduled
80,2014-05-20,100,Routine - Unscheduled
95,2014-05-06,86,Routine - Unscheduled
95,2014-05-23,,Reinspection/Followup
102,2014-05-07,91,Routine - Unscheduled
102,2014-05-14,,Reinspection/Followup
179,2014-05-22,94,Routine - Unscheduled
180,2014-05-20,100,Routine - Unscheduled
198,2014-05-05,96,Routine - Unscheduled
239,2014-05-07,90,Routine - Unscheduled
253,2014-05-05,100,Routine - Unscheduled
267,2014-05-28,93,Routine - Unscheduled
300,2014-05-07,96,Routine - Unscheduled
315,2014-05-14,,Complaint
335,2014-05-07,,Reinspection/Followup
384,2014-05-06,88,Routine - Unscheduled
403,2014-05-30,85,Routine - Unscheduled
420,2014-05-20,86,Routine - Unscheduled
420,2014-05-27,,Reinspection/Followup
429,2014-05-21,92,Routine - Unscheduled
430,2014-05-22,91,Routine - Unscheduled
468,2014-05-06,84,Routine - Unscheduled
468,2014-05-16,,Reinspection/Followup
496,2014-05-08,84,Routine - Unscheduled
510,2014-05-05,92,Routine - Unscheduled
522,2014-05-30,100,Routine - Unscheduled
591,2014-05-12,92,Routine - Unscheduled
610,2014-05-28,73,Routine - Unscheduled
765,2014-05-29,96,Routine - Unscheduled
768,2014-05-12,100,Routine - Unscheduled
773,2014-05-27,94,Routine - Unscheduled
811,2014-05-21,96,Routine - Unscheduled
843,2014-05-07,74,Routine - Unscheduled
843,2014-05-08,,Reinspection/Followup
892,2014-05-14,89,Routine - Unscheduled
892,2014-05-23,,Reinspection/Followup
935,2014-05-13,,Reinspection/Followup
951,2014-05-19,100,Routine - Unscheduled
961,2014-05-29,85,Routine - Unscheduled
966,2014-05-08,84,Routine - Unscheduled
985,2014-05-05,81,Routine - Unscheduled
985,2014-05-12,,Reinspection/Followup
994,2014-05-20,98,Routine - Unscheduled
1000,2014-05-28,,Reinspection/Followup
1003,2014-05-12,94,Routine - Unscheduled
1043,2014-05-12,96,Routine - Unscheduled
1047,2014-05-01,94,Routine - Unscheduled
1146,2014-05-30,88,Routine - Unscheduled
1191,2014-05-28,,Non-inspection site visit
1265,2014-05-30,98,Routine - Unscheduled
1269,2014-05-02,100,Routine - Unscheduled
1289,2014-05-06,94,Routine - Unscheduled
1294,2014-05-06,94,Routine - Unscheduled
1304,2014-05-12,,Non-inspection site visit
1304,2014-05-23,84,Routine - Unscheduled
1337,2014-05-08,,Reinspection/Followup
1359,2014-05-15,98,Routine - Unscheduled
1389,2014-05-09,92,Routine - Unscheduled
1426,2014-05-05,86,Routine - Unscheduled
1454,2014-05-21,92,Routine - Unscheduled
1486,2014-05-29,,Complaint Reinspection/Followup
1490,2014-05-07,76,Routine - Unscheduled
1490,2014-05-08,,Reinspection/Followup
1493,2014-05-20,,Reinspection/Followup
1493,2014-05-20,96,Routine - Unscheduled
1568,2014-05-29,96,Routine - Unscheduled
1635,2014-05-29,90,Routine - Unscheduled
1685,2014-05-14,91,Routine - Unscheduled
1710,2014-05-16,83,Routine - Unscheduled
1712,2014-05-22,90,Routine - Unscheduled
1724,2014-05-05,87,Routine - Unscheduled
1724,2014-05-21,,Reinspection/Followup
1741,2014-05-21,85,Routine - Unscheduled
1741,2014-05-28,,Reinspection/Followup
1778,2014-05-05,94,Routine - Unscheduled
1813,2014-05-28,96,Routine - Unscheduled
1823,2014-05-05,96,Routine - Unscheduled
1896,2014-05-28,90,Routine - Unscheduled
1927,2014-05-14,100,Routine - Unscheduled
1972,2014-05-28,96,Routine - Unscheduled
1977,2014-05-05,,Complaint
1994,2014-05-29,96,Routine - Unscheduled
2004,2014-05-07,68,Routine - Unscheduled
2004,2014-05-08,,Reinspection/Followup
2020,2014-05-09,92,Routine - Unscheduled
2051,2014-05-22,98,Routine - Unscheduled
2070,2014-05-28,92,Routine - Unscheduled
