business_id,date,score,type
208,2015-09-28,,Non-inspection site visit
256,2015-09-08,100,Routine - Unscheduled
268,2015-09-03,94,Routine - Unscheduled
268,2015-09-03,,Complaint
315,2015-09-29,94,Routine - Unscheduled
415,2015-09-03,87,Routine - Unscheduled
415,2015-09-24,,Reinspection/Followup
422,2015-09-18,92,Routine - Unscheduled
485,2015-09-23,98,Routine - Unscheduled
500,2015-09-30,86,Routine - Unscheduled
527,2015-09-08,,Non-inspection site visit
615,2015-09-14,100,Routine - Unscheduled
811,2015-09-28,96,Routine - Unscheduled
905,2015-09-03,94,Routine - Unscheduled
935,2015-09-28,85,Routine - Unscheduled
1000,2015-09-02,,Non-inspection site visit
1048,2015-09-01,85,Routine - Unscheduled
1065,2015-09-22,,Reinspection/Followup
1085,2015-09-15,,New Construction
1203,2015-09-24,92,Routine - Unscheduled
1289,2015-09-23,79,Routine - Unscheduled
1322,2015-09-01,,New Construction
1516,2015-09-14,91,Routine - Unscheduled
1516,2015-09-20,,Reinspection/Followup
1517,2015-09-20,,Reinspection/Followup
1778,2015-09-17,,New Construction
1788,2015-09-09,87,Routine - Unscheduled
1927,2015-09-24,,Non-inspection site visit
1978,2015-09-03,79,Routine - Unscheduled
1978,2015-09-11,,Reinspection/Followup
1992,2015-09-23,,Complaint
1994,2015-09-14,92,Routine - Unscheduled
2008,2015-09-01,,Reinspection/Followup
2008,2015-09-15,,Reinspection/Followup
2035,2015-09-23,60,Routine - Unscheduled
2035,2015-09-24,,Reinspection/Followup
2066,2015-09-01,,Complaint
2085,2015-09-17,82,Routine - Unscheduled
2156,2015-09-21,,Complaint
2256,2015-09-08,,New Construction
2309,2015-09-11,,Reinspection/Followup
2309,2015-09-18,,Reinspection/Followup
2309,2015-09-23,,Complaint
2358,2015-09-02,85,Routine - Unscheduled
2397,2015-09-15,79,Routine - Unscheduled
2505,2015-09-16,,Complaint
2535,2015-09-14,,New Construction
2589,2015-09-28,,Foodborne Illness Investigation
2619,2015-09-03,,Foodborne Illness Investigation
2619,2015-09-03,78,Routine - Unscheduled
2643,2015-09-24,98,Routine - Unscheduled
2689,2015-09-30,96,Routine - Unscheduled
2721,2015-09-16,79,Routine - Unscheduled
2805,2015-09-16,100,Routine - Unscheduled
2823,2015-09-29,100,Routine - Unscheduled
2880,2015-09-03,89,Routine - Unscheduled
2944,2015-09-09,,New Construction
2945,2015-09-21,,Complaint
2945,2015-09-21,,Reinspection/Followup
2945,2015-09-21,75,Routine - Unscheduled
2945,2015-09-30,,Reinspection/Followup
2971,2015-09-14,96,Routine - Unscheduled
2984,2015-09-29,96,Routine - Unscheduled
2984,2015-09-29,,Complaint
3055,2015-09-21,,New Construction
3112,2015-09-14,100,Routine - Unscheduled
3118,2015-09-29,96,Routine - Unscheduled
3123,2015-09-01,,Reinspection/Followup
3165,2015-09-01,86,Routine - Unscheduled
3165,2015-09-01,,Complaint
3165,2015-09-25,,Reinspection/Followup
3218,2015-09-15,,Complaint Reinspection/Followup
3221,2015-09-15,68,Routine - Unscheduled
3229,2015-09-14,84,Routine - Unscheduled
3256,2015-09-30,98,Routine - Unscheduled
3425,2015-09-16,,Complaint
3443,2015-09-08,90,Routine - Unscheduled
3443,2015-09-15,,Reinspection/Followup
3444,2015-09-08,92,Routine - Unscheduled
3495,2015-09-09,,Complaint
3495,2015-09-09,96,Routine - Unscheduled
3591,2015-09-14,92,Routine - Unscheduled
3655,2015-09-29,100,Routine - Unscheduled
3738,2015-09-08,91,Routine - Unscheduled
3738,2015-09-18,,Reinspection/Followup
3738,2015-09-29,,Complaint
3743,2015-09-29,94,Routine - Unscheduled
3784,2015-09-30,,Complaint
3867,2015-09-22,98,Routine - Unscheduled
3895,2015-09-01,,Reinspection/Followup
