business_id,date,score,type
58,2016-04-07,73,Routine - Unscheduled
80,2016-04-12,98,Routine - Unscheduled
140,2016-04-14,85,Routine - Unscheduled
187,2016-04-29,,Non-inspection site visit
258,2016-04-07,88,Routine - Unscheduled
298,2016-04-08,87,Routine - Unscheduled
300,2016-04-13,68,Routine - Unscheduled
300,2016-04-15,,Reinspection/Followup
328,2016-04-01,,Reinspection/Followup
386,2016-04-25,,Complaint
386,2016-04-29,82,Routine - Unscheduled
386,2016-04-29,,Complaint
477,2016-04-06,88,Routine - Unscheduled
477,2016-04-13,,Reinspection/Followup
480,2016-04-27,86,Routine - Unscheduled
496,2016-04-12,91,Routine - Unscheduled
507,2016-04-15,,Reinspection/Followup
538,2016-04-11,85,Routine - Unscheduled
538,2016-04-18,,Reinspection/Followup
542,2016-04-04,,Reinspection/Followup
547,2016-04-12,98,Routine - Unscheduled
628,2016-04-18,82,Routine - Unscheduled
659,2016-04-29,88,Routine - Unscheduled
695,2016-04-04,94,Routine - Unscheduled
765,2016-04-15,,Non-inspection site visit
792,2016-04-14,94,Routine - Unscheduled
874,2016-04-06,96,Routine - Unscheduled
880,2016-04-26,61,Routine - Unscheduled
880,2016-04-29,,Reinspection/Followup
951,2016-04-26,88,Routine - Unscheduled
952,2016-04-27,89,Routine - Unscheduled
1090,2016-04-26,100,Routine - Unscheduled
1147,2016-04-22,98,Routine - Unscheduled
1156,2016-04-01,92,Routine - Unscheduled
1199,2016-04-14,90,Routine - Unscheduled
1339,2016-04-14,90,Routine - Unscheduled
1368,2016-04-25,91,Routine - Unscheduled
1381,2016-04-15,,Reinspection/Followup
1413,2016-04-19,100,Routine - Unscheduled
1438,2016-04-04,87,Routine - Unscheduled
1438,2016-04-29,,Reinspection/Followup
1444,2016-04-08,96,Routine - Unscheduled
1505,2016-04-08,,Complaint
1515,2016-04-10,92,Routine - Unscheduled
1516,2016-04-10,94,Routine - Unscheduled
1517,2016-04-10,90,Routine - Unscheduled
1567,2016-04-19,87,Routine - Unscheduled
1571,2016-04-13,85,Routine - Unscheduled
1571,2016-04-27,,Reinspection/Followup
1582,2016-04-26,83,Routine - Unscheduled
1609,2016-04-04,,Reinspection/Followup
1617,2016-04-14,,Non-inspection site visit
1617,2016-04-20,,Structural Inspection
1617,2016-04-26,,Non-inspection site visit
1674,2016-04-29,82,Routine - Unscheduled
1685,2016-04-19,88,Routine - Unscheduled
1710,2016-04-07,88,Routine - Unscheduled
1710,2016-04-22,,Reinspection/Followup
1712,2016-04-06,,New Construction
1778,2016-04-05,,Complaint
1830,2016-04-25,86,Routine - Unscheduled
1833,2016-04-13,78,Routine - Unscheduled
1833,2016-04-27,,Reinspection/Followup
1833,2016-04-27,,New Construction
1867,2016-04-12,94,Routine - Unscheduled
1882,2016-04-22,89,Routine - Unscheduled
1882,2016-04-29,,Reinspection/Followup
1930,2016-04-27,84,Routine - Unscheduled
1972,2016-04-26,74,Routine - Unscheduled
1977,2016-04-05,,Reinspection/Followup
2007,2016-04-07,,Complaint
2044,2016-04-15,,Reinspection/Followup
2066,2016-04-05,86,Routine - Unscheduled
2094,2016-04-04,94,Routine - Unscheduled
2134,2016-04-20,90,Routine - Unscheduled
2168,2016-04-26,89,Routine - Unscheduled
2216,2016-04-07,85,Routine - Unscheduled
2223,2016-04-07,78,Routine - Unscheduled
2245,2016-04-19,92,Routine - Unscheduled
2256,2016-04-19,,New Construction
2266,2016-04-18,,Complaint
2292,2016-04-14,90,Routine - Unscheduled
2336,2016-04-06,,Reinspection/Followup
2369,2016-04-19,,Reinspection/Followup
2519,2016-04-13,80,Routine - Unscheduled
2578,2016-04-06,91,Routine - Unscheduled
2592,2016-04-06,100,Routine - Unscheduled
2667,2016-04-19,98,Routine - Unscheduled
2709,2016-04-07,,Foodborne Illness Investigation
2709,2016-04-07,,Reinspection/Followup
2716,2016-04-04,,Reinspection/Followup
2756,2016-04-15,,Reinspection/Followup
2780,2016-04-20,92,Routine - Unscheduled
2799,2016-04-19,100,Routine - Unscheduled
2808,2016-04-26,74,Routine - Unscheduled
2836,2016-04-01,,Reinspection/Followup
2861,2016-04-10,93,Routine - Unscheduled
2898,2016-04-13,,Complaint
3021,2016-04-27,92,Routine - Unscheduled
3043,2016-04-29,94,Routine - Unscheduled
