business_id,date,score,type
10,2014-01-14,92,Routine - Unscheduled
10,2014-01-24,,Reinspection/Followup
121,2014-01-29,87,Routine - Unscheduled
221,2014-01-22,91,Routine - Unscheduled
279,2014-01-07,98,Routine - Unscheduled
298,2014-01-21,96,Routine - Unscheduled
323,2014-01-14,100,Routine - Unscheduled
394,2014-01-24,100,Routine - Unscheduled
395,2014-01-23,98,Routine - Unscheduled
397,2014-01-24,100,Routine - Unscheduled
415,2014-01-24,83,Routine - Unscheduled
435,2014-01-08,94,Routine - Unscheduled
448,2014-01-08,84,Routine - Unscheduled
527,2014-01-09,94,Routine - Unscheduled
529,2014-01-14,92,Routine - Unscheduled
551,2014-01-29,,Complaint
580,2014-01-29,96,Routine - Unscheduled
615,2014-01-06,100,Routine - Unscheduled
670,2014-01-24,92,Routine - Unscheduled
691,2014-01-09,91,Routine - Unscheduled
726,2014-01-13,90,Routine - Unscheduled
726,2014-01-21,,Reinspection/Followup
856,2014-01-09,94,Routine - Unscheduled
874,2014-01-14,,Complaint
951,2014-01-29,96,Routine - Unscheduled
961,2014-01-06,92,Routine - Unscheduled
961,2014-01-06,,Complaint
1031,2014-01-29,96,Routine - Unscheduled
1116,2014-01-31,98,Routine - Unscheduled
1151,2014-01-27,90,Routine - Unscheduled
1154,2014-01-23,,Non-inspection site visit
1188,2014-01-02,100,Routine - Unscheduled
1243,2014-01-23,92,Routine - Unscheduled
1249,2014-01-08,90,Routine - Unscheduled
1249,2014-01-24,,Reinspection/Followup
1318,2014-01-27,,Complaint
1352,2014-01-23,87,Routine - Unscheduled
1352,2014-01-30,,Reinspection/Followup
1438,2014-01-08,86,Routine - Unscheduled
1438,2014-01-23,,Reinspection/Followup
1452,2014-01-23,,Complaint
1496,2014-01-29,100,Routine - Unscheduled
1529,2014-01-16,,New Construction
1529,2014-01-17,,New Construction
1529,2014-01-17,,New Construction
1529,2014-01-28,,New Construction
1549,2014-01-21,96,Routine - Unscheduled
1564,2014-01-22,100,Routine - Unscheduled
1595,2014-01-10,,Complaint
1619,2014-01-23,100,Routine - Unscheduled
1626,2014-01-07,90,Routine - Unscheduled
1687,2014-01-02,,Reinspection/Followup
1712,2014-01-06,,Non-inspection site visit
1712,2014-01-28,85,Routine - Unscheduled
1815,2014-01-24,96,Routine - Unscheduled
1832,2014-01-14,77,Routine - Unscheduled
1832,2014-01-24,,Reinspection/Followup
1837,2014-01-22,83,Routine - Unscheduled
1837,2014-01-31,,Reinspection/Followup
1843,2014-01-08,75,Routine - Unscheduled
1870,2014-01-14,80,Routine - Unscheduled
1870,2014-01-24,,Reinspection/Followup
1900,2014-01-06,,Complaint
1900,2014-01-15,100,Routine - Unscheduled
1900,2014-01-15,,Complaint
1977,2014-01-17,,Reinspection/Followup
1977,2014-01-17,94,Routine - Unscheduled
1977,2014-01-21,,Reinspection/Followup
2060,2014-01-27,90,Routine - Unscheduled
2077,2014-01-08,88,Routine - Unscheduled
2127,2014-01-23,100,Routine - Unscheduled
2243,2014-01-07,,Reinspection/Followup
2245,2014-01-03,85,Routine - Unscheduled
2245,2014-01-03,,Reinspection/Followup
2249,2014-01-02,90,Routine - Unscheduled
2249,2014-01-17,,Reinspection/Followup
2252,2014-01-22,85,Routine - Unscheduled
2280,2014-01-22,,Reinspection/Followup
2309,2014-01-17,92,Routine - Unscheduled
2309,2014-01-21,,Reinspection/Followup
2337,2014-01-06,82,Routine - Unscheduled
2337,2014-01-14,,Reinspection/Followup
2360,2014-01-07,,Special Event
2360,2014-01-14,87,Routine - Unscheduled
2360,2014-01-24,,Reinspection/Followup
2427,2014-01-23,85,Routine - Unscheduled
2517,2014-01-06,,Reinspection/Followup
2535,2014-01-06,,Reinspection/Followup
2555,2014-01-09,,Reinspection/Followup
2579,2014-01-02,100,Routine - Unscheduled
2589,2014-01-21,91,Routine - Unscheduled
2589,2014-01-28,,Reinspection/Followup
2643,2014-01-22,94,Routine - Unscheduled
2645,2014-01-27,90,Routine - Unscheduled
2652,2014-01-22,96,Routine - Unscheduled
2659,2014-01-29,94,Routine - Unscheduled
2706,2014-01-27,,Reinspection/Followup
2706,2014-01-30,,Reinspection/Followup
2721,2014-01-21,87,Routine - Unscheduled
2749,2014-01-30,90,Routine - Unscheduled
2758,2014-01-29,80,Routine - Unscheduled
2766,2014-01-17,,Complaint
2808,2014-01-22,80,Routine - Unscheduled
2836,2014-01-22,94,Routine - Unscheduled
2842,2014-01-29,100,Routine - Unscheduled
2843,2014-01-13,,Reinspection/Followup
2922,2014-01-14,92,Routine - Unscheduled
2933,2014-01-02,,Reinspection/Followup
2933,2014-01-30,,Reinspection/Followup
2957,2014-01-29,98,Routine - Unscheduled
3016,2014-01-08,,Reinspection/Followup
3076,2014-01-23,,Complaint
3091,2014-01-23,96,Routine - Unscheduled
3111,2014-01-16,96,Routine - Unscheduled
3115,2014-01-28,,Foodborne Illness Investigation
3115,2014-01-28,73,Routine - Unscheduled
3115,2014-01-29,,Reinspection/Followup
3116,2014-01-30,81,Routine - Unscheduled
3120,2014-01-23,,Complaint
3120,2014-01-23,94,Routine - Unscheduled
3122,2014-01-31,,Complaint
3190,2014-01-13,88,Routine - Unscheduled
3222,2014-01-17,96,Routine - Unscheduled
3262,2014-01-17,75,Routine - Unscheduled
3309,2014-01-14,88,Routine - Unscheduled
3309,2014-01-22,,Reinspection/Followup
3323,2014-01-24,98,Routine - Unscheduled
3343,2014-01-10,88,Routine - Unscheduled
3375,2014-01-09,88,Routine - Unscheduled
3375,2014-01-21,,Reinspection/Followup
3393,2014-01-02,80,Routine - Unscheduled
3393,2014-01-03,,Reinspection/Followup
3439,2014-01-22,89,Routine - Unscheduled
3477,2014-01-21,90,Routine - Unscheduled
3478,2014-01-28,90,Routine - Unscheduled
3518,2014-01-22,100,Routine - Unscheduled
3518,2014-01-22,,Reinspection/Followup
3519,2014-01-22,,Reinspection/Followup
3519,2014-01-22,100,Routine - Unscheduled
3548,2014-01-14,81,Routine - Unscheduled
3548,2014-01-24,,Reinspection/Followup
3591,2014-01-08,79,Routine - Unscheduled
3591,2014-01-22,,Reinspection/Followup
3595,2014-01-29,100,Routine - Unscheduled
3607,2014-01-17,94,Routine - Unscheduled
3607,2014-01-31,,Reinspection/Followup
3613,2014-01-02,,Reinspection/Followup
3614,2014-01-07,,Complaint
3623,2014-01-28,90,Routine - Unscheduled
3633,2014-01-16,,Complaint
3639,2014-01-22,85,Routine - Unscheduled
3639,2014-01-24,,Complaint Reinspection/Followup
