business_id,date,score,type
190,2015-03-27,92,Routine - Unscheduled
299,2015-03-09,96,Routine - Unscheduled
420,2015-03-24,,Reinspection/Followup
429,2015-03-24,,Reinspection/Followup
477,2015-03-02,88,Routine - Unscheduled
477,2015-03-09,,Reinspection/Followup
502,2015-03-27,100,Routine - Unscheduled
505,2015-03-02,,Complaint
505,2015-03-20,,Complaint Reinspection/Followup
507,2015-03-26,,Reinspection/Followup
557,2015-03-23,,Non-inspection site visit
606,2015-03-03,,Reinspection/Followup
852,2015-03-24,72,Routine - Unscheduled
852,2015-03-31,,Reinspection/Followup
903,2015-03-04,,Reinspection/Followup
935,2015-03-02,,Reinspection/Followup
968,2015-03-24,82,Routine - Unscheduled
1000,2015-03-25,77,Routine - Unscheduled
1103,2015-03-04,,Complaint
1135,2015-03-10,90,Routine - Unscheduled
1151,2015-03-06,98,Routine - Unscheduled
1156,2015-03-17,93,Routine - Unscheduled
1191,2015-03-23,,Non-inspection site visit
1199,2015-03-10,98,Routine - Unscheduled
1289,2015-03-23,88,Routine - Unscheduled
1339,2015-03-06,96,Routine - Unscheduled
1351,2015-03-02,96,Routine - Unscheduled
1381,2015-03-06,,Reinspection/Followup
1458,2015-03-04,82,Routine - Unscheduled
1458,2015-03-11,,Reinspection/Followup
1465,2015-03-04,94,Routine - Unscheduled
1490,2015-03-11,94,Routine - Unscheduled
1493,2015-03-24,,Reinspection/Followup
1529,2015-03-11,94,Routine - Unscheduled
1532,2015-03-23,94,Routine - Unscheduled
1566,2015-03-09,86,Routine - Unscheduled
1584,2015-03-25,83,Routine - Unscheduled
1609,2015-03-09,85,Routine - Unscheduled
1649,2015-03-27,100,Routine - Unscheduled
1671,2015-03-30,86,Routine - Unscheduled
1710,2015-03-20,,Reinspection/Followup
1777,2015-03-30,81,Routine - Unscheduled
1836,2015-03-03,80,Routine - Unscheduled
1836,2015-03-10,,Reinspection/Followup
1968,2015-03-23,,Non-inspection site visit
2055,2015-03-24,89,Routine - Unscheduled
2107,2015-03-13,92,Routine - Unscheduled
2131,2015-03-09,93,Routine - Unscheduled
2131,2015-03-10,,Non-inspection site visit
2175,2015-03-04,,Non-inspection site visit
2193,2015-03-05,90,Routine - Unscheduled
2223,2015-03-03,72,Routine - Unscheduled
2223,2015-03-10,,Reinspection/Followup
2226,2015-03-09,,Reinspection/Followup
2243,2015-03-06,94,Routine - Unscheduled
2256,2015-03-27,,Complaint
2256,2015-03-30,,Complaint
2318,2015-03-25,96,Routine - Unscheduled
2352,2015-03-03,94,Routine - Unscheduled
2357,2015-03-03,,Reinspection/Followup
2374,2015-03-11,74,Routine - Unscheduled
2374,2015-03-12,,Reinspection/Followup
2455,2015-03-04,,Complaint
2592,2015-03-17,87,Routine - Unscheduled
2601,2015-03-05,92,Routine - Unscheduled
2601,2015-03-16,,Reinspection/Followup
2609,2015-03-04,,Reinspection/Followup
2676,2015-03-02,93,Routine - Unscheduled
2739,2015-03-26,90,Routine - Unscheduled
2768,2015-03-16,100,Routine - Unscheduled
2778,2015-03-27,94,Routine - Unscheduled
2788,2015-03-04,,Reinspection/Followup
2861,2015-03-25,,Non-inspection site visit
2871,2015-03-09,100,Routine - Unscheduled
2883,2015-03-04,,Reinspection/Followup
2922,2015-03-27,93,Routine - Unscheduled
2927,2015-03-11,94,Routine - Unscheduled
3019,2015-03-11,88,Routine - Unscheduled
3019,2015-03-20,,Reinspection/Followup
3048,2015-03-02,84,Routine - Unscheduled
3048,2015-03-17,,Reinspection/Followup
3065,2015-03-02,,Reinspection/Followup
3082,2015-03-25,85,Routine - Unscheduled
3082,2015-03-26,85,Routine - Unscheduled
3121,2015-03-31,86,Routine - Unscheduled
3156,2015-03-25,81,Routine - Unscheduled
3156,2015-03-25,,Complaint
3222,2015-03-16,88,Routine - Unscheduled
3222,2015-03-27,,Reinspection/Followup
3229,2015-03-05,78,Routine - Unscheduled
3237,2015-03-02,,Reinspection/Followup
3252,2015-03-17,88,Routine - Unscheduled
3289,2015-03-19,81,Routine - Unscheduled
3485,2015-03-17,64,Routine - Unscheduled
3485,2015-03-24,,Reinspection/Followup
3491,2015-03-13,96,Routine - Unscheduled
3498,2015-03-02,91,Routine - Unscheduled
3578,2015-03-23,91,Routine - Unscheduled
3578,2015-03-23,,Complaint
3591,2015-03-05,90,Routine - Unscheduled
3591,2015-03-17,,Reinspection/Followup
3699,2015-03-26,94,Routine - Unscheduled
3707,2015-03-11,100,Routine - Unscheduled
3738,2015-03-09,100,Routine - Unscheduled
3769,2015-03-20,,New Construction
3769,2015-03-27,,New Construction
3796,2015-03-04,100,Routine - Unscheduled
3825,2015-03-06,,Non-inspection site visit
3862,2015-03-04,77,Routine - Unscheduled
3862,2015-03-13,,Reinspection/Followup
3864,2015-03-11,87,Routine - Unscheduled
3868,2015-03-18,91,Routine - Unscheduled
3881,2015-03-09,,Complaint
3896,2015-03-11,100,Routine - Unscheduled
3902,2015-03-02,94,Routine - Unscheduled
3911,2015-03-03,96,Routine - Unscheduled
3911,2015-03-13,,Complaint Reinspection/Followup
3935,2015-03-13,96,Routine - Unscheduled
3951,2015-03-02,,Complaint
4630,2015-03-05,100,Routine - Unscheduled
4636,2015-03-11,,New Construction
4637,2015-03-05,,Complaint
4637,2015-03-05,74,Routine - Unscheduled
4637,2015-03-11,,Reinspection/Followup
4637,2015-03-19,,Reinspection/Followup
4650,2015-03-12,93,Routine - Unscheduled
4654,2015-03-30,,Complaint
4654,2015-03-30,90,Routine - Unscheduled
4686,2015-03-31,92,Routine - Unscheduled
4692,2015-03-04,98,Routine - Unscheduled
4732,2015-03-24,,Non-inspection site visit
4817,2015-03-27,,Reinspection/Followup
4892,2015-03-16,92,Routine - Unscheduled
4906,2015-03-24,96,Routine - Unscheduled
4944,2015-03-17,98,Routine - Unscheduled
4986,2015-03-10,,Reinspection/Followup
5019,2015-03-23,96,Routine - Unscheduled
5033,2015-03-06,96,Routine - Unscheduled
5077,2015-03-03,96,Routine - Unscheduled
