business_id,date,score,type
200,2015-01-29,87,Routine - Unscheduled
216,2015-01-26,100,Routine - Unscheduled
236,2015-01-12,,Reinspection/Followup
385,2015-01-05,,Complaint
385,2015-01-08,,Complaint
385,2015-01-13,,Complaint
385,2015-01-29,,Complaint
385,2015-01-30,,Complaint
385,2015-01-30,,Complaint
397,2015-01-13,,New Construction
397,2015-01-15,,New Construction
420,2015-01-08,72,Routine - Unscheduled
420,2015-01-09,,Reinspection/Followup
430,2015-01-14,86,Routine - Unscheduled
431,2015-01-12,,Reinspection/Followup
486,2015-01-08,,Non-inspection site visit
489,2015-01-12,,Complaint
489,2015-01-12,77,Routine - Unscheduled
496,2015-01-07,90,Routine - Unscheduled
496,2015-01-27,,Reinspection/Followup
519,2015-01-22,100,Routine - Unscheduled
597,2015-01-07,,Reinspection/Followup
639,2015-01-20,92,Routine - Unscheduled
642,2015-01-28,100,Routine - Unscheduled
645,2015-01-28,100,Routine - Unscheduled
758,2015-01-22,100,Routine - Unscheduled
835,2015-01-20,86,Routine - Unscheduled
845,2015-01-14,92,Routine - Unscheduled
845,2015-01-16,,Reinspection/Followup
874,2015-01-05,,Reinspection/Followup
1002,2015-01-26,89,Routine - Unscheduled
1005,2015-01-20,,Reinspection/Followup
1090,2015-01-26,98,Routine - Unscheduled
1127,2015-01-23,,Non-inspection site visit
1146,2015-01-22,83,Routine - Unscheduled
1216,2015-01-12,74,Routine - Unscheduled
1216,2015-01-29,,Reinspection/Followup
1323,2015-01-20,86,Routine - Unscheduled
1323,2015-01-27,,Reinspection/Followup
1466,2015-01-21,100,Routine - Unscheduled
1487,2015-01-29,92,Routine - Unscheduled
1542,2015-01-08,83,Routine - Unscheduled
1542,2015-01-30,,Reinspection/Followup
1549,2015-01-29,100,Routine - Unscheduled
1567,2015-01-05,,Reinspection/Followup
1568,2015-01-26,85,Routine - Unscheduled
1608,2015-01-21,90,Routine - Unscheduled
1673,2015-01-21,100,Routine - Unscheduled
1685,2015-01-23,94,Routine - Unscheduled
1753,2015-01-12,88,Routine - Unscheduled
1788,2015-01-26,81,Routine - Unscheduled
1833,2015-01-28,68,Routine - Unscheduled
1833,2015-01-28,,Complaint
1843,2015-01-21,60,Routine - Unscheduled
1843,2015-01-23,,Reinspection/Followup
1844,2015-01-05,90,Routine - Unscheduled
2004,2015-01-26,64,Routine - Unscheduled
2004,2015-01-27,,Reinspection/Followup
2004,2015-01-27,,Reinspection/Followup
2007,2015-01-21,,Reinspection/Followup
2017,2015-01-27,,Complaint
2061,2015-01-16,96,Routine - Unscheduled
2063,2015-01-29,86,Routine - Unscheduled
2066,2015-01-30,,Complaint
2144,2015-01-22,94,Routine - Unscheduled
2175,2015-01-07,100,Routine - Unscheduled
2175,2015-01-21,,Non-inspection site visit
2226,2015-01-07,98,Routine - Unscheduled
2226,2015-01-07,,Reinspection/Followup
2233,2015-01-21,71,Routine - Unscheduled
2233,2015-01-22,,Reinspection/Followup
2233,2015-01-22,,Reinspection/Followup
2233,2015-01-22,,Complaint
2331,2015-01-13,69,Routine - Unscheduled
2331,2015-01-14,,Reinspection/Followup
2331,2015-01-14,,Reinspection/Followup
2331,2015-01-16,,Reinspection/Followup
2331,2015-01-30,,Non-inspection site visit
2356,2015-01-26,87,Routine - Unscheduled
2357,2015-01-12,85,Routine - Unscheduled
2357,2015-01-13,,Reinspection/Followup
2428,2015-01-09,,Complaint
2447,2015-01-28,,Non-inspection site visit
2454,2015-01-08,79,Routine - Unscheduled
2454,2015-01-30,,Reinspection/Followup
2495,2015-01-27,,Complaint
2497,2015-01-26,98,Routine - Unscheduled
2507,2015-01-12,96,Routine - Unscheduled
2535,2015-01-27,,Complaint
2588,2015-01-15,100,Routine - Unscheduled
2610,2015-01-26,92,Routine - Unscheduled
2684,2015-01-13,88,Routine - Unscheduled
2684,2015-01-20,,Reinspection/Followup
2750,2015-01-14,85,Routine - Unscheduled
2785,2015-01-22,90,Routine - Unscheduled
2833,2015-01-27,,Complaint
2840,2015-01-02,92,Routine - Unscheduled
2841,2015-01-02,94,Routine - Unscheduled
2843,2015-01-08,100,Routine - Unscheduled
2925,2015-01-08,100,Routine - Unscheduled
2942,2015-01-21,78,Routine - Unscheduled
2942,2015-01-21,,Reinspection/Followup
2974,2015-01-29,98,Routine - Unscheduled
3056,2015-01-09,91,Routine - Unscheduled
3122,2015-01-07,85,Routine - Unscheduled
3122,2015-01-07,,Complaint
3122,2015-01-15,,Reinspection/Followup
3122,2015-01-20,,Reinspection/Followup
3133,2015-01-08,84,Routine - Unscheduled
3133,2015-01-20,,Reinspection/Followup
3151,2015-01-07,64,Routine - Unscheduled
3151,2015-01-07,,Complaint
3151,2015-01-08,,Reinspection/Followup
3151,2015-01-14,,Reinspection/Followup
3151,2015-01-16,,Non-inspection site visit
3207,2015-01-29,96,Routine - Unscheduled
3237,2015-01-05,72,Routine - Unscheduled
3237,2015-01-14,,Reinspection/Followup
3253,2015-01-08,98,Routine - Unscheduled
3263,2015-01-23,91,Routine - Unscheduled
3323,2015-01-27,96,Routine - Unscheduled
3338,2015-01-12,92,Routine - Unscheduled
3345,2015-01-13,80,Routine - Unscheduled
3345,2015-01-20,,Reinspection/Followup
3345,2015-01-27,,Reinspection/Followup
3373,2015-01-05,89,Routine - Unscheduled
3393,2015-01-13,86,Routine - Unscheduled
3393,2015-01-21,,Reinspection/Followup
3403,2015-01-29,100,Routine - Unscheduled
3405,2015-01-22,92,Routine - Unscheduled
3428,2015-01-16,,Reinspection/Followup
3477,2015-01-14,,Non-inspection site visit
3497,2015-01-05,,Non-inspection site visit
3522,2015-01-21,85,Routine - Unscheduled
3525,2015-01-26,98,Routine - Unscheduled
3529,2015-01-21,76,Routine - Unscheduled
3538,2015-01-07,96,Routine - Unscheduled
3538,2015-01-07,,Reinspection/Followup
3547,2015-01-23,96,Routine - Unscheduled
3614,2015-01-15,,Non-inspection site visit
