business_id,date,score,type
10,2016-07-07,,Complaint Reinspection/Followup
61,2016-07-08,94,Routine - Unscheduled
95,2016-07-18,86,Routine - Unscheduled
178,2016-07-08,,Reinspection/Followup
180,2016-07-19,,Non-inspection site visit
267,2016-07-21,84,Routine - Unscheduled
268,2016-07-25,91,Routine - Unscheduled
299,2016-07-05,96,Routine - Unscheduled
385,2016-07-08,83,Routine - Unscheduled
385,2016-07-18,,Reinspection/Followup
385,2016-07-20,,Reinspection/Followup
393,2016-07-22,84,Routine - Unscheduled
394,2016-07-19,96,Routine - Unscheduled
395,2016-07-19,96,Routine - Unscheduled
403,2016-07-01,81,Routine - Unscheduled
403,2016-07-08,,Reinspection/Followup
421,2016-07-08,,Reinspection/Followup
428,2016-07-07,96,Routine - Unscheduled
463,2016-07-06,88,Routine - Unscheduled
463,2016-07-14,,Reinspection/Followup
479,2016-07-29,87,Routine - Unscheduled
484,2016-07-11,91,Routine - Unscheduled
489,2016-07-21,79,Routine - Unscheduled
489,2016-07-29,,Reinspection/Followup
522,2016-07-06,94,Routine - Unscheduled
558,2016-07-01,,Non-inspection site visit
558,2016-07-07,,Non-inspection site visit
615,2016-07-18,92,Routine - Unscheduled
628,2016-07-13,,Reinspection/Followup
830,2016-07-28,82,Routine - Unscheduled
845,2016-07-29,94,Routine - Unscheduled
854,2016-07-29,,Complaint
856,2016-07-07,94,Routine - Unscheduled
993,2016-07-08,94,Routine - Unscheduled
1003,2016-07-06,88,Routine - Unscheduled
1047,2016-07-19,84,Routine - Unscheduled
1047,2016-07-26,,Reinspection/Followup
1047,2016-07-28,,Reinspection/Followup
1186,2016-07-20,,New Construction
1193,2016-07-29,,New Construction
1294,2016-07-27,93,Routine - Unscheduled
1294,2016-07-27,,Complaint
1318,2016-07-12,81,Routine - Unscheduled
1345,2016-07-22,79,Routine - Unscheduled
1362,2016-07-20,84,Routine - Unscheduled
1362,2016-07-27,,Reinspection/Followup
1493,2016-07-27,,New Construction
1526,2016-07-19,80,Routine - Unscheduled
1526,2016-07-26,,Reinspection/Followup
1566,2016-07-05,85,Routine - Unscheduled
1566,2016-07-07,,Reinspection/Followup
1595,2016-07-20,94,Routine - Unscheduled
1636,2016-07-28,,New Construction
1726,2016-07-28,91,Routine - Unscheduled
1764,2016-07-12,,Reinspection/Followup
1768,2016-07-05,87,Routine - Unscheduled
1768,2016-07-06,,Reinspection/Followup
1797,2016-07-05,90,Routine - Unscheduled
1813,2016-07-27,85,Routine - Unscheduled
1815,2016-07-29,75,Routine - Unscheduled
1837,2016-07-22,85,Routine - Unscheduled
1837,2016-07-22,,Reinspection/Followup
1870,2016-07-07,80,Routine - Unscheduled
1870,2016-07-22,,Reinspection/Followup
1922,2016-07-20,,Non-inspection site visit
1968,2016-07-08,77,Routine - Unscheduled
1968,2016-07-15,,Reinspection/Followup
1992,2016-07-27,73,Routine - Unscheduled
2004,2016-07-01,,Reinspection/Followup
2008,2016-07-15,86,Routine - Unscheduled
2008,2016-07-22,,Reinspection/Followup
2012,2016-07-13,,Reinspection/Followup
2053,2016-07-28,96,Routine - Unscheduled
2057,2016-07-26,87,Routine - Unscheduled
2175,2016-07-22,96,Routine - Unscheduled
2193,2016-07-12,82,Routine - Unscheduled
2193,2016-07-19,,Reinspection/Followup
2233,2016-07-08,,Reinspection/Followup
2299,2016-07-19,96,Routine - Unscheduled
2374,2016-07-08,,Reinspection/Followup
2418,2016-07-05,83,Routine - Unscheduled
2420,2016-07-05,96,Routine - Unscheduled
2553,2016-07-22,89,Routine - Unscheduled
2596,2016-07-20,,Reinspection/Followup
2596,2016-07-27,,Reinspection/Followup
2596,2016-07-29,,Reinspection/Followup
2622,2016-07-19,,Non-inspection site visit
2632,2016-07-29,90,Routine - Unscheduled
2785,2016-07-18,,Reinspection/Followup
2821,2016-07-05,,Reinspection/Followup
2902,2016-07-01,81,Routine - Unscheduled
2941,2016-07-20,73,Routine - Unscheduled
2955,2016-07-28,,Reinspection/Followup
2957,2016-07-12,92,Routine - Unscheduled
2969,2016-07-28,,Reinspection/Followup
2974,2016-07-22,89,Routine - Unscheduled
2974,2016-07-22,,Complaint
2974,2016-07-29,,Complaint
2974,2016-07-29,,Reinspection/Followup
3006,2016-07-12,,Reinspection/Followup
3038,2016-07-11,,Reinspection/Followup
3046,2016-07-22,,Reinspection/Followup
3061,2016-07-20,96,Routine - Unscheduled
3091,2016-07-19,91,Routine - Unscheduled
3091,2016-07-29,,Reinspection/Followup
3095,2016-07-22,,Reinspection/Followup
3210,2016-07-05,96,Routine - Unscheduled
3224,2016-07-15,,New Construction
3237,2016-07-07,,Complaint
3252,2016-07-25,86,Routine - Unscheduled
3263,2016-07-08,96,Routine - Unscheduled
3267,2016-07-19,96,Routine - Unscheduled
3286,2016-07-05,70,Routine - Unscheduled
3425,2016-07-15,,Complaint
3443,2016-07-26,90,Routine - Unscheduled
3524,2016-07-29,94,Routine - Unscheduled
3528,2016-07-06,78,Routine - Unscheduled
3528,2016-07-13,,Reinspection/Followup
3547,2016-07-13,,Complaint
3607,2016-07-22,,Complaint
3639,2016-07-25,87,Routine - Unscheduled
3639,2016-07-26,,Reinspection/Followup
3727,2016-07-13,84,Routine - Unscheduled
3757,2016-07-06,,Reinspection/Followup
3803,2016-07-12,98,Routine - Unscheduled
3816,2016-07-28,67,Routine - Unscheduled
3834,2016-07-22,,Complaint
3862,2016-07-12,75,Routine - Unscheduled
3862,2016-07-19,,Reinspection/Followup
3869,2016-07-11,90,Routine - Unscheduled
3875,2016-07-06,65,Routine - Unscheduled
3895,2016-07-29,78,Routine - Unscheduled
3910,2016-07-12,,Reinspection/Followup
3910,2016-07-22,,Reinspection/Followup
3920,2016-07-15,,Reinspection/Followup
4057,2016-07-29,91,Routine - Unscheduled
4145,2016-07-05,94,Routine - Unscheduled
4461,2016-07-22,,Reinspection/Followup
4462,2016-07-11,,Reinspection/Followup
4465,2016-07-27,92,Routine - Unscheduled
4539,2016-07-20,,New Construction
4586,2016-07-20,92,Routine - Unscheduled
4590,2016-07-15,82,Routine - Unscheduled
4621,2016-07-07,,Reinspection/Followup
4643,2016-07-05,,Reinspection/Followup
4654,2016-07-08,,Reinspection/Followup
4654,2016-07-12,,Reinspection/Followup
4668,2016-07-27,100,Routine - Unscheduled
4718,2016-07-26,92,Routine - Unscheduled
4754,2016-07-25,86,Routine - Unscheduled
4787,2016-07-11,,Reinspection/Followup
4806,2016-07-01,92,Routine - Unscheduled
4828,2016-07-18,98,Routine - Unscheduled
4859,2016-07-29,92,Routine - Unscheduled
4860,2016-07-22,,Complaint
4896,2016-07-15,100,Routine - Unscheduled
4957,2016-07-14,94,Routine - Unscheduled
5017,2016-07-14,80,Routine - Unscheduled
5019,2016-07-29,,New Construction
5053,2016-07-06,,Reinspection/Followup
5096,2016-07-20,92,Routine - Unscheduled
5144,2016-07-08,,Complaint
5150,2016-07-08,,Complaint
5150,2016-07-08,80,Routine - Unscheduled
5150,2016-07-13,,Complaint
5243,2016-07-15,100,Routine - Unscheduled
5272,2016-07-11,,Complaint
5307,2016-07-13,,Reinspection/Followup
5307,2016-07-29,,Reinspection/Followup
5925,2016-07-19,,Non-inspection site visit
5925,2016-07-28,,Complaint
7105,2016-07-19,94,Routine - Unscheduled
7488,2016-07-12,79,Routine - Unscheduled
7519,2016-07-12,100,Routine - Unscheduled
7576,2016-07-19,100,Routine - Unscheduled
7589,2016-07-01,,Reinspection/Followup
7618,2016-07-25,,Non-inspection site visit
7649,2016-07-14,98,Routine - Unscheduled
7652,2016-07-18,86,Routine - Unscheduled
7652,2016-07-19,,Non-inspection site visit
7652,2016-07-28,,Reinspection/Followup
7663,2016-07-05,94,Routine - Unscheduled
7678,2016-07-01,,Complaint
7678,2016-07-25,73,Routine - Unscheduled
7736,2016-07-06,84,Routine - Unscheduled
7736,2016-07-19,,Reinspection/Followup
7755,2016-07-22,,Complaint
7759,2016-07-28,89,Routine - Unscheduled
7762,2016-07-06,,Complaint
7762,2016-07-06,83,Routine - Unscheduled
7762,2016-07-15,,Reinspection/Followup
7771,2016-07-01,88,Routine - Unscheduled
7772,2016-07-07,90,Routine - Unscheduled
7880,2016-07-29,94,Routine - Unscheduled
9283,2016-07-01,,Reinspection/Followup
9599,2016-07-12,76,Routine - Unscheduled
9599,2016-07-19,,Reinspection/Followup
9710,2016-07-11,94,Routine - Unscheduled
9745,2016-07-22,96,Routine - Unscheduled
10332,2016-07-26,77,Routine - Unscheduled
10540,2016-07-29,89,Routine - Unscheduled
10540,2016-07-29,,Reinspection/Followup
10615,2016-07-13,96,Routine - Unscheduled
10876,2016-07-01,87,Routine - Unscheduled
12285,2016-07-27,100,Routine - Unscheduled
13428,2016-07-08,,Complaint
13428,2016-07-18,,New Construction
14075,2016-07-11,94,Routine - Unscheduled
15055,2016-07-01,,Reinspection/Followup
15120,2016-07-06,88,Routine - Unscheduled
15120,2016-07-27,,Reinspection/Followup
15184,2016-07-28,89,Routine - Unscheduled
15752,2016-07-06,,Reinspection/Followup
16162,2016-07-02,100,Routine - Unscheduled
