business_id,date,score,type
31,2014-09-08,100,Routine - Unscheduled
45,2014-09-09,94,Routine - Unscheduled
56,2014-09-12,,Non-inspection site visit
58,2014-09-08,,Non-inspection site visit
101,2014-09-02,96,Routine - Unscheduled
116,2014-09-10,96,Routine - Unscheduled
184,2014-09-23,96,Routine - Unscheduled
226,2014-09-10,89,Routine - Unscheduled
231,2014-09-02,92,Routine - Unscheduled
231,2014-09-11,,Reinspection/Followup
247,2014-09-09,83,Routine - Unscheduled
247,2014-09-18,,Reinspection/Followup
273,2014-09-10,,Reinspection/Followup
279,2014-09-09,100,Routine - Unscheduled
281,2014-09-05,96,Routine - Unscheduled
298,2014-09-19,94,Routine - Unscheduled
393,2014-09-12,,Complaint Reinspection/Followup
423,2014-09-08,,Non-inspection site visit
443,2014-09-15,89,Routine - Unscheduled
443,2014-09-24,,Reinspection/Followup
462,2014-09-15,98,Routine - Unscheduled
483,2014-09-16,75,Routine - Unscheduled
483,2014-09-19,,Reinspection/Followup
485,2014-09-11,90,Routine - Unscheduled
488,2014-09-16,81,Routine - Unscheduled
488,2014-09-23,,Reinspection/Followup
507,2014-09-08,,Reinspection/Followup
527,2014-09-26,81,Routine - Unscheduled
529,2014-09-03,,Non-inspection site visit
529,2014-09-25,,Reinspection/Followup
691,2014-09-04,,Reinspection/Followup
796,2014-09-09,71,Routine - Unscheduled
796,2014-09-11,,Reinspection/Followup
847,2014-09-19,85,Routine - Unscheduled
847,2014-09-23,,Reinspection/Followup
847,2014-09-25,,Reinspection/Followup
854,2014-09-03,80,Routine - Unscheduled
854,2014-09-17,,Reinspection/Followup
854,2014-09-29,,Reinspection/Followup
876,2014-09-02,92,Routine - Unscheduled
968,2014-09-02,90,Routine - Unscheduled
1102,2014-09-17,90,Routine - Unscheduled
1127,2014-09-16,90,Routine - Unscheduled
1339,2014-09-08,94,Routine - Unscheduled
1442,2014-09-08,90,Routine - Unscheduled
1515,2014-09-14,98,Routine - Unscheduled
1526,2014-09-12,92,Routine - Unscheduled
1571,2014-09-08,80,Routine - Unscheduled
1615,2014-09-16,96,Routine - Unscheduled
1631,2014-09-08,,Reinspection/Followup
1636,2014-09-24,96,Routine - Unscheduled
1700,2014-09-04,86,Routine - Unscheduled
1700,2014-09-04,,New Ownership
1829,2014-09-02,90,Routine - Unscheduled
1832,2014-09-02,,Reinspection/Followup
1866,2014-09-11,90,Routine - Unscheduled
1936,2014-09-19,92,Routine - Unscheduled
1952,2014-09-16,,Complaint
1959,2014-09-03,77,Routine - Unscheduled
1963,2014-09-05,,Reinspection/Followup
2027,2014-09-09,69,Routine - Unscheduled
2027,2014-09-10,,Reinspection/Followup
2044,2014-09-30,,Reinspection/Followup
2050,2014-09-25,87,Routine - Unscheduled
2066,2014-09-23,,Non-inspection site visit
2127,2014-09-23,82,Routine - Unscheduled
2165,2014-09-23,92,Routine - Unscheduled
2165,2014-09-23,,Complaint
2228,2014-09-24,,Reinspection/Followup
2228,2014-09-24,96,Routine - Unscheduled
2240,2014-09-15,91,Routine - Unscheduled
2263,2014-09-09,81,Routine - Unscheduled
2263,2014-09-19,,Reinspection/Followup
2309,2014-09-03,,Non-inspection site visit
2334,2014-09-25,81,Routine - Unscheduled
2363,2014-09-02,,Reinspection/Followup
2401,2014-09-08,82,Routine - Unscheduled
2401,2014-09-30,,Reinspection/Followup
2454,2014-09-24,92,Routine - Unscheduled
2505,2014-09-05,,Non-inspection site visit
2544,2014-09-10,71,Routine - Unscheduled
2578,2014-09-03,94,Routine - Unscheduled
2596,2014-09-03,,Complaint
2596,2014-09-03,92,Routine - Unscheduled
2596,2014-09-04,,Complaint Reinspection/Followup
2622,2014-09-16,78,Routine - Unscheduled
2622,2014-09-23,,Reinspection/Followup
2645,2014-09-04,91,Routine - Unscheduled
2646,2014-09-30,,Complaint
2714,2014-09-08,,Reinspection/Followup
2797,2014-09-17,86,Routine - Unscheduled
2797,2014-09-24,,Reinspection/Followup
2823,2014-09-18,94,Routine - Unscheduled
2833,2014-09-09,77,Routine - Unscheduled
2833,2014-09-09,,Complaint
2833,2014-09-25,,Reinspection/Followup
2858,2014-09-10,96,Routine - Unscheduled
