business_id,date,score,type
335,2016-02-17,79,Routine - Unscheduled
335,2016-02-17,,Reinspection/Followup
438,2016-02-03,,New Construction
542,2016-02-24,83,Routine - Unscheduled
558,2016-02-29,92,Routine - Unscheduled
597,2016-02-29,72,Routine - Unscheduled
726,2016-02-17,75,Routine - Unscheduled
949,2016-02-09,100,Routine - Unscheduled
985,2016-02-03,,Non-inspection site visit
994,2016-02-19,100,Routine - Unscheduled
1002,2016-02-17,90,Routine - Unscheduled
1002,2016-02-25,,Reinspection/Followup
1103,2016-02-02,,Complaint
1103,2016-02-02,,Complaint
1103,2016-02-02,,Reinspection/Followup
1204,2016-02-09,92,Routine - Unscheduled
1249,2016-02-16,83,Routine - Unscheduled
1249,2016-02-23,,Reinspection/Followup
1337,2016-02-24,,New Construction
1549,2016-02-05,83,Routine - Unscheduled
1549,2016-02-16,,Reinspection/Followup
1568,2016-02-05,88,Routine - Unscheduled
1568,2016-02-12,,Reinspection/Followup
1631,2016-02-26,83,Routine - Unscheduled
1641,2016-02-12,85,Routine - Unscheduled
1757,2016-02-04,,Complaint
1757,2016-02-04,76,Routine - Unscheduled
1757,2016-02-12,,Reinspection/Followup
1843,2016-02-16,57,Routine - Unscheduled
1854,2016-02-08,,New Construction
1880,2016-02-03,,Non-inspection site visit
1922,2016-02-25,86,Routine - Unscheduled
1926,2016-02-03,82,Routine - Unscheduled
2002,2016-02-25,100,Routine - Unscheduled
2020,2016-02-09,96,Routine - Unscheduled
2044,2016-02-04,59,Routine - Unscheduled
2044,2016-02-10,,Reinspection/Followup
2104,2016-02-22,,Reinspection/Followup
2228,2016-02-04,,Reinspection/Followup
2228,2016-02-04,96,Routine - Unscheduled
2228,2016-02-16,,Reinspection/Followup
2292,2016-02-02,,Reinspection/Followup
2292,2016-02-05,,Reinspection/Followup
2337,2016-02-10,86,Routine - Unscheduled
2337,2016-02-17,,Reinspection/Followup
2357,2016-02-22,,Complaint
2357,2016-02-22,79,Routine - Unscheduled
2358,2016-02-22,,Complaint
2358,2016-02-22,89,Routine - Unscheduled
2363,2016-02-29,98,Routine - Unscheduled
2420,2016-02-01,92,Routine - Unscheduled
2433,2016-02-25,98,Routine - Unscheduled
2505,2016-02-22,92,Routine - Unscheduled
2561,2016-02-11,66,Routine - Unscheduled
2561,2016-02-26,,Reinspection/Followup
2588,2016-02-16,98,Routine - Unscheduled
2610,2016-02-10,94,Routine - Unscheduled
2632,2016-02-19,88,Routine - Unscheduled
2648,2016-02-23,,Complaint
2684,2016-02-04,72,Routine - Unscheduled
2684,2016-02-12,,Reinspection/Followup
2684,2016-02-26,,Reinspection/Followup
2709,2016-02-17,84,Routine - Unscheduled
2755,2016-02-23,86,Routine - Unscheduled
2768,2016-02-03,,Complaint
2797,2016-02-03,81,Routine - Unscheduled
2807,2016-02-10,74,Routine - Unscheduled
2807,2016-02-26,,Reinspection/Followup
2810,2016-02-09,,Complaint
2810,2016-02-09,98,Routine - Unscheduled
2843,2016-02-25,94,Routine - Unscheduled
2863,2016-02-03,92,Routine - Unscheduled
2932,2016-02-16,90,Routine - Unscheduled
2933,2016-02-11,86,Routine - Unscheduled
2952,2016-02-09,90,Routine - Unscheduled
2952,2016-02-09,,Complaint
2973,2016-02-24,96,Routine - Unscheduled
3056,2016-02-29,94,Routine - Unscheduled
3211,2016-02-22,75,Routine - Unscheduled
3211,2016-02-22,,Complaint
3248,2016-02-03,96,Routine - Unscheduled
3248,2016-02-03,,Complaint
3343,2016-02-17,,Complaint
3373,2016-02-26,96,Routine - Unscheduled
3595,2016-02-17,,Complaint
3693,2016-02-03,66,Routine - Unscheduled
3693,2016-02-18,,Reinspection/Followup
3757,2016-02-09,,Non-inspection site visit
3757,2016-02-11,,Non-inspection site visit
3790,2016-02-16,100,Routine - Unscheduled
3791,2016-02-16,92,Routine - Unscheduled
3794,2016-02-26,,Complaint
3895,2016-02-17,78,Routine - Unscheduled
4085,2016-02-10,98,Routine - Unscheduled
4372,2016-02-26,100,Routine - Unscheduled
4480,2016-02-26,100,Routine - Unscheduled
4495,2016-02-09,100,Routine - Unscheduled
4546,2016-02-27,94,Routine - Unscheduled
4683,2016-02-22,96,Routine - Unscheduled
4732,2016-02-02,77,Routine - Unscheduled
4920,2016-02-25,94,Routine - Unscheduled
4959,2016-02-29,90,Routine - Unscheduled
5006,2016-02-17,91,Routine - Unscheduled
5025,2016-02-22,96,Routine - Unscheduled
5032,2016-02-26,100,Routine - Unscheduled
5143,2016-02-11,,Complaint
5278,2016-02-10,96,Routine - Unscheduled
5291,2016-02-29,90,Routine - Unscheduled
5297,2016-02-24,92,Routine - Unscheduled
5301,2016-02-01,92,Routine - Unscheduled
5301,2016-02-19,,Reinspection/Followup
5301,2016-02-25,,Non-inspection site visit
5938,2016-02-25,91,Routine - Unscheduled
5961,2016-02-19,92,Routine - Unscheduled
5962,2016-02-19,94,Routine - Unscheduled
7216,2016-02-02,,Complaint Reinspection/Followup
7457,2016-02-03,98,Routine - Unscheduled
7641,2016-02-08,96,Routine - Unscheduled
7643,2016-02-04,,Reinspection/Followup
7649,2016-02-12,98,Routine - Unscheduled
7663,2016-02-01,98,Routine - Unscheduled
7689,2016-02-11,100,Routine - Unscheduled
7744,2016-02-19,87,Routine - Unscheduled
7771,2016-02-01,86,Routine - Unscheduled
9948,2016-02-03,83,Routine - Unscheduled
9948,2016-02-03,,Reinspection/Followup
10227,2016-02-10,92,Routine - Unscheduled
10238,2016-02-04,,Reinspection/Followup
10238,2016-02-24,,Reinspection/Followup
10875,2016-02-24,92,Routine - Unscheduled
10875,2016-02-24,,Complaint
11492,2016-02-19,88,Routine - Unscheduled
13427,2016-02-16,96,Routine - Unscheduled
14303,2016-02-24,98,Routine - Unscheduled
15055,2016-02-19,,New Construction
15806,2016-02-24,94,Routine - Unscheduled
16047,2016-02-16,98,Routine - Unscheduled
17411,2016-02-29,75,Routine - Unscheduled
17570,2016-02-29,,Reinspection/Followup
17750,2016-02-09,88,Routine - Unscheduled
17750,2016-02-10,,Reinspection/Followup
17933,2016-02-26,84,Routine - Unscheduled
18825,2016-02-08,94,Routine - Unscheduled
19002,2016-02-25,90,Routine - Unscheduled
19076,2016-02-24,76,Routine - Unscheduled
19373,2016-02-20,,Reinspection/Followup
27055,2016-02-24,83,Routine - Unscheduled
27799,2016-02-29,,Complaint
27799,2016-02-29,80,Routine - Unscheduled
27854,2016-02-25,96,Routine - Unscheduled
27949,2016-02-22,80,Routine - Unscheduled
28318,2016-02-12,87,Routine - Unscheduled
28468,2016-02-03,79,Routine - Unscheduled
28468,2016-02-17,,Reinspection/Followup
29610,2016-02-17,67,Routine - Unscheduled
29610,2016-02-18,,Reinspection/Followup
30001,2016-02-04,92,Routine - Unscheduled
30156,2016-02-26,100,Routine - Unscheduled
31568,2016-02-23,98,Routine - Unscheduled
32872,2016-02-25,96,Routine - Unscheduled
32925,2016-02-03,94,Routine - Unscheduled
33442,2016-02-16,75,Routine - Unscheduled
33914,2016-02-16,92,Routine - Unscheduled
34046,2016-02-05,100,Routine - Unscheduled
34201,2016-02-08,100,Routine - Unscheduled
34352,2016-02-22,100,Routine - Unscheduled
34353,2016-02-22,93,Routine - Unscheduled
34354,2016-02-22,100,Routine - Unscheduled
34434,2016-02-22,68,Routine - Unscheduled
34434,2016-02-23,,Reinspection/Followup
34585,2016-02-01,56,Routine - Unscheduled
34585,2016-02-02,,Reinspection/Followup
34585,2016-02-11,,Non-inspection site visit
34585,2016-02-16,,Non-inspection site visit
34685,2016-02-12,74,Routine - Unscheduled
34865,2016-02-26,83,Routine - Unscheduled
35026,2016-02-17,65,Routine - Unscheduled
35026,2016-02-19,,Non-inspection site visit
35026,2016-02-23,,Non-inspection site visit
35026,2016-02-29,,Non-inspection site visit
35026,2016-02-29,,Reinspection/Followup
35221,2016-02-22,74,Routine - Unscheduled
35221,2016-02-29,,Reinspection/Followup
35464,2016-02-03,,Reinspection/Followup
35464,2016-02-08,,Reinspection/Followup
35828,2016-02-10,,New Ownership
35862,2016-02-26,98,Routine - Unscheduled
36396,2016-02-08,100,Routine - Unscheduled
37639,2016-02-10,92,Routine - Unscheduled
37639,2016-02-17,,Reinspection/Followup
38182,2016-02-19,94,Routine - Unscheduled
38330,2016-02-17,88,Routine - Unscheduled
39052,2016-02-19,,New Construction
39052,2016-02-24,,New Construction
39076,2016-02-12,,Reinspection/Followup
39076,2016-02-12,94,Routine - Unscheduled
39294,2016-02-04,89,Routine - Unscheduled
39294,2016-02-24,,Reinspection/Followup
39888,2016-02-24,90,Routine - Unscheduled
59124,2016-02-17,96,Routine - Unscheduled
59574,2016-02-04,96,Routine - Unscheduled
59574,2016-02-11,,Reinspection/Followup
59744,2016-02-16,100,Routine - Unscheduled
60649,2016-02-29,94,Routine - Unscheduled
60737,2016-02-03,,Non-inspection site visit
61093,2016-02-22,82,Routine - Unscheduled
61093,2016-02-29,,Reinspection/Followup
61285,2016-02-18,93,Routine - Unscheduled
61285,2016-02-25,,Reinspection/Followup
61500,2016-02-24,100,Routine - Unscheduled
61736,2016-02-22,96,Routine - Unscheduled
62072,2016-02-04,100,Routine - Unscheduled
62308,2016-02-03,72,Routine - Unscheduled
62308,2016-02-19,,Reinspection/Followup
62316,2016-02-01,,Reinspection/Followup
62735,2016-02-16,86,Routine - Unscheduled
62735,2016-02-23,,Reinspection/Followup
63150,2016-02-09,65,Routine - Unscheduled
63150,2016-02-09,,Non-inspection site visit
63150,2016-02-10,,Reinspection/Followup
64161,2016-02-29,81,Routine - Unscheduled
64319,2016-02-19,100,Routine - Unscheduled
