business_id,date,score,type
24,2013-11-18,100,Routine - Unscheduled
48,2013-11-01,90,Routine - Unscheduled
76,2013-11-18,98,Routine - Unscheduled
77,2013-11-18,100,Routine - Unscheduled
108,2013-11-05,80,Routine - Unscheduled
108,2013-11-15,,Reinspection/Followup
140,2013-11-22,80,Routine - Unscheduled
251,2013-11-13,92,Routine - Unscheduled
253,2013-11-01,98,Routine - Unscheduled
272,2013-11-06,94,Routine - Unscheduled
273,2013-11-18,85,Routine - Unscheduled
290,2013-11-04,,Reinspection/Followup
305,2013-11-04,,Reinspection/Followup
379,2013-11-18,80,Routine - Unscheduled
403,2013-11-27,94,Routine - Unscheduled
422,2013-11-19,75,Routine - Unscheduled
475,2013-11-01,,Reinspection/Followup
475,2013-11-01,,Non-inspection site visit
477,2013-11-20,87,Routine - Unscheduled
505,2013-11-12,100,Routine - Unscheduled
510,2013-11-18,79,Routine - Unscheduled
522,2013-11-15,98,Routine - Unscheduled
547,2013-11-19,100,Routine - Unscheduled
765,2013-11-19,96,Routine - Unscheduled
835,2013-11-14,71,Routine - Unscheduled
840,2013-11-01,,Non-inspection site visit
840,2013-11-01,,Non-inspection site visit
840,2013-11-01,,Reinspection/Followup
874,2013-11-19,90,Routine - Unscheduled
884,2013-11-13,92,Routine - Unscheduled
951,2013-11-21,,Complaint
994,2013-11-19,98,Routine - Unscheduled
1036,2013-11-07,88,Routine - Unscheduled
1065,2013-11-12,94,Routine - Unscheduled
1125,2013-11-01,,Reinspection/Followup
1146,2013-11-07,70,Routine - Unscheduled
1146,2013-11-22,,Reinspection/Followup
1186,2013-11-25,92,Routine - Unscheduled
1265,2013-11-06,96,Routine - Unscheduled
1289,2013-11-01,,Reinspection/Followup
1289,2013-11-13,,Reinspection/Followup
1294,2013-11-12,,Reinspection/Followup
1359,2013-11-22,98,Routine - Unscheduled
1426,2013-11-01,88,Routine - Unscheduled
1482,2013-11-08,88,Routine - Unscheduled
1486,2013-11-27,94,Routine - Unscheduled
1508,2013-11-18,82,Routine - Unscheduled
1527,2013-11-14,92,Routine - Unscheduled
1544,2013-11-18,98,Routine - Unscheduled
1567,2013-11-13,,Non-inspection site visit
1567,2013-11-19,79,Routine - Unscheduled
1677,2013-11-06,96,Routine - Unscheduled
1685,2013-11-13,92,Routine - Unscheduled
1734,2013-11-05,94,Routine - Unscheduled
1757,2013-11-06,87,Routine - Unscheduled
1788,2013-11-25,78,Routine - Unscheduled
1797,2013-11-26,84,Routine - Unscheduled
1830,2013-11-14,78,Routine - Unscheduled
1856,2013-11-01,,Reinspection/Followup
