business_id,date,score,type
45,2013-12-09,94,Routine - Unscheduled
73,2013-12-20,92,Routine - Unscheduled
80,2013-12-04,86,Routine - Unscheduled
140,2013-12-06,,Reinspection/Followup
140,2013-12-27,,Non-inspection site visit
217,2013-12-09,100,Routine - Unscheduled
273,2013-12-12,,Reinspection/Followup
276,2013-12-16,100,Routine - Unscheduled
320,2013-12-09,85,Routine - Unscheduled
379,2013-12-04,,Reinspection/Followup
393,2013-12-23,94,Routine - Unscheduled
463,2013-12-18,92,Routine - Unscheduled
510,2013-12-03,,Reinspection/Followup
627,2013-12-16,92,Routine - Unscheduled
628,2013-12-16,93,Routine - Unscheduled
695,2013-12-31,96,Routine - Unscheduled
729,2013-12-05,,Non-inspection site visit
816,2013-12-09,87,Routine - Unscheduled
816,2013-12-23,,Reinspection/Followup
827,2013-12-18,92,Routine - Unscheduled
830,2013-12-20,94,Routine - Unscheduled
835,2013-12-16,,Non-inspection site visit
835,2013-12-31,,Reinspection/Followup
952,2013-12-16,85,Routine - Unscheduled
1043,2013-12-26,98,Routine - Unscheduled
1090,2013-12-17,98,Routine - Unscheduled
1090,2013-12-17,,Reinspection/Followup
1122,2013-12-05,91,Routine - Unscheduled
1156,2013-12-06,100,Routine - Unscheduled
1204,2013-12-12,92,Routine - Unscheduled
1322,2013-12-23,98,Routine - Unscheduled
1399,2013-12-03,,New Construction
1413,2013-12-12,100,Routine - Unscheduled
1458,2013-12-27,72,Routine - Unscheduled
1458,2013-12-27,,Complaint
1458,2013-12-30,,Reinspection/Followup
1482,2013-12-04,,Reinspection/Followup
1490,2013-12-11,79,Routine - Unscheduled
1508,2013-12-05,,Reinspection/Followup
1526,2013-12-23,92,Routine - Unscheduled
1542,2013-12-13,76,Routine - Unscheduled
1542,2013-12-16,,Reinspection/Followup
1613,2013-12-11,100,Routine - Unscheduled
1671,2013-12-02,96,Routine - Unscheduled
1687,2013-12-23,79,Routine - Unscheduled
1699,2013-12-11,100,Routine - Unscheduled
1726,2013-12-13,100,Routine - Unscheduled
1726,2013-12-18,,Non-inspection site visit
1927,2013-12-17,100,Routine - Unscheduled
1959,2013-12-05,81,Routine - Unscheduled
2012,2013-12-03,90,Routine - Unscheduled
2053,2013-12-02,,Reinspection/Followup
2216,2013-12-05,88,Routine - Unscheduled
2233,2013-12-16,55,Routine - Unscheduled
2233,2013-12-17,,Reinspection/Followup
2243,2013-12-19,89,Routine - Unscheduled
2245,2013-12-27,91,Routine - Unscheduled
2280,2013-12-16,84,Routine - Unscheduled
2357,2013-12-30,,Complaint
2374,2013-12-05,,Complaint
2374,2013-12-06,,Complaint
2374,2013-12-06,89,Routine - Unscheduled
2387,2013-12-03,87,Routine - Unscheduled
2387,2013-12-03,,Complaint
2387,2013-12-11,,Reinspection/Followup
2401,2013-12-26,78,Routine - Unscheduled
2401,2013-12-26,,Complaint
2401,2013-12-27,,Reinspection/Followup
2428,2013-12-16,76,Routine - Unscheduled
2472,2013-12-04,100,Routine - Unscheduled
2555,2013-12-16,81,Routine - Unscheduled
2755,2013-12-12,92,Routine - Unscheduled
2766,2013-12-19,90,Routine - Unscheduled
2780,2013-12-10,96,Routine - Unscheduled
2780,2013-12-10,,Non-inspection site visit
2810,2013-12-03,100,Routine - Unscheduled
2833,2013-12-03,,Complaint
2833,2013-12-03,88,Routine - Unscheduled
2833,2013-12-18,,Reinspection/Followup
2837,2013-12-16,98,Routine - Unscheduled
2843,2013-12-27,92,Routine - Unscheduled
2866,2013-12-13,,Complaint
2907,2013-12-04,81,Routine - Unscheduled
2920,2013-12-18,98,Routine - Unscheduled
2933,2013-12-03,83,Routine - Unscheduled
2934,2013-12-03,89,Routine - Unscheduled
2974,2013-12-11,88,Routine - Unscheduled
3016,2013-12-18,,Complaint
3016,2013-12-18,,Reinspection/Followup
3016,2013-12-18,64,Routine - Unscheduled
3050,2013-12-18,96,Routine - Unscheduled
3055,2013-12-17,,Reinspection/Followup
3056,2013-12-10,90,Routine - Unscheduled
3056,2013-12-17,,Reinspection/Followup
3167,2013-12-05,84,Routine - Unscheduled
3167,2013-12-09,,Reinspection/Followup
3206,2013-12-20,,Complaint
3206,2013-12-20,92,Routine - Unscheduled
3206,2013-12-23,,Complaint Reinspection/Followup
3207,2013-12-17,,Reinspection/Followup
3241,2013-12-02,88,Routine - Unscheduled
3253,2013-12-12,94,Routine - Unscheduled
3317,2013-12-16,92,Routine - Unscheduled
3345,2013-12-20,90,Routine - Unscheduled
3374,2013-12-31,,Non-inspection site visit
3403,2013-12-17,,Reinspection/Followup
