business_id,date,score,type
88,2015-10-06,,Reinspection/Followup
121,2015-10-20,86,Routine - Unscheduled
121,2015-10-29,,Reinspection/Followup
198,2015-10-29,92,Routine - Unscheduled
200,2015-10-01,94,Routine - Unscheduled
208,2015-10-07,92,Routine - Unscheduled
275,2015-10-20,96,Routine - Unscheduled
275,2015-10-29,,Reinspection/Followup
279,2015-10-20,94,Routine - Unscheduled
283,2015-10-01,73,Routine - Unscheduled
422,2015-10-01,,Reinspection/Followup
435,2015-10-28,92,Routine - Unscheduled
448,2015-10-21,84,Routine - Unscheduled
448,2015-10-28,,Reinspection/Followup
475,2015-10-06,90,Routine - Unscheduled
475,2015-10-14,,Reinspection/Followup
480,2015-10-27,,Complaint
500,2015-10-08,,Reinspection/Followup
527,2015-10-05,88,Routine - Unscheduled
527,2015-10-20,,Reinspection/Followup
816,2015-10-23,,Reinspection/Followup
840,2015-10-28,81,Routine - Unscheduled
856,2015-10-14,93,Routine - Unscheduled
935,2015-10-23,,Reinspection/Followup
961,2015-10-30,92,Routine - Unscheduled
1203,2015-10-22,,Reinspection/Followup
1243,2015-10-14,,Reinspection/Followup
1289,2015-10-16,,Foodborne Illness Investigation
1289,2015-10-16,,Reinspection/Followup
1347,2015-10-14,85,Routine - Unscheduled
1352,2015-10-07,89,Routine - Unscheduled
1362,2015-10-30,94,Routine - Unscheduled
1396,2015-10-05,,New Construction
1487,2015-10-16,83,Routine - Unscheduled
1505,2015-10-05,96,Routine - Unscheduled
1596,2015-10-19,88,Routine - Unscheduled
1712,2015-10-30,,Non-inspection site visit
1778,2015-10-14,,New Construction
1788,2015-10-23,,Reinspection/Followup
1939,2015-10-06,98,Routine - Unscheduled
2004,2015-10-07,,New Construction
2127,2015-10-26,88,Routine - Unscheduled
2152,2015-10-01,82,Routine - Unscheduled
2152,2015-10-21,,Reinspection/Followup
2397,2015-10-09,,Reinspection/Followup
2454,2015-10-02,89,Routine - Unscheduled
2544,2015-10-05,78,Routine - Unscheduled
2544,2015-10-20,,Reinspection/Followup
2643,2015-10-22,87,Routine - Unscheduled
2714,2015-10-26,94,Routine - Unscheduled
2818,2015-10-16,100,Routine - Unscheduled
2849,2015-10-01,80,Routine - Unscheduled
2863,2015-10-28,83,Routine - Unscheduled
2863,2015-10-28,,Complaint
2880,2015-10-19,,Reinspection/Followup
2884,2015-10-26,100,Routine - Unscheduled
2896,2015-10-14,88,Routine - Unscheduled
3229,2015-10-29,,Reinspection/Followup
3272,2015-10-23,,Reinspection/Followup
3272,2015-10-23,96,Routine - Unscheduled
3282,2015-10-08,,New Construction
3477,2015-10-22,94,Routine - Unscheduled
3503,2015-10-08,100,Routine - Unscheduled
3562,2015-10-22,87,Routine - Unscheduled
3562,2015-10-29,,Reinspection/Followup
3586,2015-10-06,92,Routine - Unscheduled
3591,2015-10-06,,Reinspection/Followup
3595,2015-10-13,,New Construction
3595,2015-10-19,,New Construction
3595,2015-10-28,,Complaint
3607,2015-10-09,,New Construction
3640,2015-10-29,,Complaint
3642,2015-10-29,94,Routine - Unscheduled
3649,2015-10-27,,Complaint
3729,2015-10-29,94,Routine - Unscheduled
3736,2015-10-19,89,Routine - Unscheduled
3796,2015-10-14,,Foodborne Illness Investigation
3825,2015-10-07,80,Routine - Unscheduled
3869,2015-10-28,,Complaint
3898,2015-10-02,85,Routine - Unscheduled
3898,2015-10-02,,Non-inspection site visit
3902,2015-10-29,87,Routine - Unscheduled
3942,2015-10-26,88,Routine - Unscheduled
4559,2015-10-06,92,Routine - Unscheduled
4634,2015-10-07,100,Routine - Unscheduled
4686,2015-10-06,92,Routine - Unscheduled
4841,2015-10-30,91,Routine - Unscheduled
4859,2015-10-23,,Complaint
5252,2015-10-05,92,Routine - Unscheduled
5272,2015-10-16,96,Routine - Unscheduled
5301,2015-10-25,92,Routine - Unscheduled
5771,2015-10-28,,Foodborne Illness Investigation
5771,2015-10-28,92,Routine - Unscheduled
5940,2015-10-27,100,Routine - Unscheduled
5948,2015-10-16,93,Routine - Unscheduled
5955,2015-10-23,100,Routine - Unscheduled
6620,2015-10-28,96,Routine - Unscheduled
6768,2015-10-20,,Reinspection/Followup
7024,2015-10-19,96,Routine - Unscheduled
7216,2015-10-01,,Complaint Reinspection/Followup
7493,2015-10-02,80,Routine - Unscheduled
7495,2015-10-23,100,Routine - Unscheduled
7501,2015-10-13,100,Routine - Unscheduled
7530,2015-10-29,100,Routine - Unscheduled
7636,2015-10-27,81,Routine - Unscheduled
7762,2015-10-07,85,Routine - Unscheduled
7786,2015-10-19,96,Routine - Unscheduled
7997,2015-10-21,96,Routine - Unscheduled
8882,2015-10-06,,Non-inspection site visit
10102,2015-10-01,,Reinspection/Followup
10102,2015-10-02,,Reinspection/Followup
10102,2015-10-05,,Reinspection/Followup
10470,2015-10-05,81,Routine - Unscheduled
10470,2015-10-14,,Reinspection/Followup
15279,2015-10-01,88,Routine - Unscheduled
15279,2015-10-09,,Reinspection/Followup
16286,2015-10-16,100,Routine - Unscheduled
17822,2015-10-21,,Reinspection/Followup
17946,2015-10-14,96,Routine - Unscheduled
18369,2015-10-06,,Reinspection/Followup
18728,2015-10-01,,Complaint
18755,2015-10-08,,Reinspection/Followup
19373,2015-10-13,87,Routine - Unscheduled
20327,2015-10-14,92,Routine - Unscheduled
21807,2015-10-14,91,Routine - Unscheduled
23865,2015-10-19,94,Routine - Unscheduled
26146,2015-10-22,100,Routine - Unscheduled
26343,2015-10-27,82,Routine - Unscheduled
27167,2015-10-01,,Reinspection/Followup
27167,2015-10-02,,Reinspection/Followup
27306,2015-10-19,100,Routine - Unscheduled
27821,2015-10-14,,New Construction
27874,2015-10-21,,Non-inspection site visit
28836,2015-10-06,80,Routine - Unscheduled
28978,2015-10-07,94,Routine - Unscheduled
