business_id,date,score,type
164,2015-11-06,96,Routine - Unscheduled
276,2015-11-03,100,Routine - Unscheduled
300,2015-11-22,,New Construction
318,2015-11-13,94,Routine - Unscheduled
522,2015-11-24,,Complaint
522,2015-11-24,93,Routine - Unscheduled
588,2015-11-17,78,Routine - Unscheduled
628,2015-11-03,,Complaint
709,2015-11-10,82,Routine - Unscheduled
709,2015-11-16,,Reinspection/Followup
709,2015-11-17,,Reinspection/Followup
886,2015-11-20,94,Routine - Unscheduled
941,2015-11-02,,Non-inspection site visit
1103,2015-11-18,,Complaint
1191,2015-11-06,94,Routine - Unscheduled
1289,2015-11-25,,Complaint
1294,2015-11-17,,Non-inspection site visit
1352,2015-11-25,,Reinspection/Followup
1607,2015-11-09,92,Routine - Unscheduled
1671,2015-11-03,89,Routine - Unscheduled
1712,2015-11-03,90,Routine - Unscheduled
1768,2015-11-20,83,Routine - Unscheduled
1768,2015-11-21,,Reinspection/Followup
1792,2015-11-06,96,Routine - Unscheduled
1810,2015-11-24,90,Routine - Unscheduled
1810,2015-11-24,,Complaint
1854,2015-11-24,100,Routine - Unscheduled
1866,2015-11-20,92,Routine - Unscheduled
2127,2015-11-14,,Complaint
2127,2015-11-24,,Reinspection/Followup
2292,2015-11-17,,Complaint
2454,2015-11-04,,Reinspection/Followup
2454,2015-11-09,,Administrative or Document Review
2501,2015-11-12,94,Routine - Unscheduled
2643,2015-11-14,,Reinspection/Followup
2664,2015-11-10,,Foodborne Illness Investigation
2664,2015-11-10,79,Routine - Unscheduled
2664,2015-11-16,,Reinspection/Followup
2808,2015-11-24,,Complaint
2924,2015-11-13,100,Routine - Unscheduled
2925,2015-11-13,,Foodborne Illness Investigation
2925,2015-11-13,100,Routine - Unscheduled
2928,2015-11-03,96,Routine - Unscheduled
2957,2015-11-12,100,Routine - Unscheduled
2978,2015-11-05,94,Routine - Unscheduled
2995,2015-11-13,71,Routine - Unscheduled
3062,2015-11-13,90,Routine - Unscheduled
3174,2015-11-04,76,Routine - Unscheduled
3174,2015-11-04,,Complaint
3174,2015-11-04,,Complaint
3335,2015-11-07,,Reinspection/Followup
3561,2015-11-24,100,Routine - Unscheduled
3595,2015-11-12,92,Routine - Unscheduled
3623,2015-11-17,86,Routine - Unscheduled
3736,2015-11-05,,Reinspection/Followup
3870,2015-11-19,81,Routine - Unscheduled
3871,2015-11-19,92,Routine - Unscheduled
3902,2015-11-03,,Reinspection/Followup
4025,2015-11-03,81,Routine - Unscheduled
4412,2015-11-04,,New Construction
4412,2015-11-17,,Reinspection/Followup
4412,2015-11-17,100,Routine - Unscheduled
4412,2015-11-23,,Complaint
4434,2015-11-09,100,Routine - Unscheduled
4465,2015-11-04,90,Routine - Unscheduled
4531,2015-11-05,83,Routine - Unscheduled
4533,2015-11-04,91,Routine - Unscheduled
4594,2015-11-02,94,Routine - Unscheduled
4608,2015-11-03,92,Routine - Unscheduled
4708,2015-11-21,94,Routine - Unscheduled
4804,2015-11-13,94,Routine - Unscheduled
4819,2015-11-18,100,Routine - Unscheduled
4859,2015-11-05,,Complaint Reinspection/Followup
4922,2015-11-09,94,Routine - Unscheduled
5243,2015-11-18,96,Routine - Unscheduled
5257,2015-11-19,,New Construction
5942,2015-11-12,94,Routine - Unscheduled
7375,2015-11-14,100,Routine - Unscheduled
7394,2015-11-18,90,Routine - Unscheduled
7493,2015-11-04,,Reinspection/Followup
7493,2015-11-09,,Non-inspection site visit
7503,2015-11-20,94,Routine - Unscheduled
7664,2015-11-05,100,Routine - Unscheduled
7779,2015-11-18,96,Routine - Unscheduled
7856,2015-11-02,86,Routine - Unscheduled
7856,2015-11-10,,Reinspection/Followup
8948,2015-11-18,,New Construction
9183,2015-11-20,82,Routine - Unscheduled
