business_id,date,score,type
54,2013-10-08,96,Routine - Unscheduled
56,2013-10-21,94,Routine - Unscheduled
58,2013-10-11,,Reinspection/Followup
61,2013-10-28,92,Routine - Unscheduled
101,2013-10-30,100,Routine - Unscheduled
180,2013-10-21,91,Routine - Unscheduled
180,2013-10-21,,Reinspection/Followup
216,2013-10-17,100,Routine - Unscheduled
258,2013-10-17,94,Routine - Unscheduled
328,2013-10-10,92,Routine - Unscheduled
389,2013-10-11,100,Routine - Unscheduled
423,2013-10-11,,Reinspection/Followup
431,2013-10-29,98,Routine - Unscheduled
447,2013-10-23,94,Routine - Unscheduled
489,2013-10-07,,Reinspection/Followup
489,2013-10-29,,Reinspection/Followup
639,2013-10-18,96,Routine - Unscheduled
642,2013-10-28,100,Routine - Unscheduled
659,2013-10-28,86,Routine - Unscheduled
768,2013-10-08,94,Routine - Unscheduled
840,2013-10-30,72,Routine - Unscheduled
840,2013-10-31,,Reinspection/Followup
840,2013-10-31,,Reinspection/Followup
935,2013-10-17,,Reinspection/Followup
968,2013-10-08,85,Routine - Unscheduled
968,2013-10-15,,Reinspection/Followup
984,2013-10-24,92,Routine - Unscheduled
985,2013-10-24,74,Routine - Unscheduled
1031,2013-10-16,,Non-inspection site visit
1125,2013-10-25,91,Routine - Unscheduled
1135,2013-10-11,100,Routine - Unscheduled
1154,2013-10-21,96,Routine - Unscheduled
1199,2013-10-10,100,Routine - Unscheduled
1261,2013-10-09,81,Routine - Unscheduled
1261,2013-10-17,,Reinspection/Followup
1282,2013-10-08,,Complaint
1289,2013-10-22,92,Routine - Unscheduled
1294,2013-10-29,90,Routine - Unscheduled
1304,2013-10-30,84,Routine - Unscheduled
1565,2013-10-25,87,Routine - Unscheduled
1565,2013-10-25,,Complaint
1568,2013-10-30,92,Routine - Unscheduled
1595,2013-10-09,71,Routine - Unscheduled
1596,2013-10-17,,Reinspection/Followup
1609,2013-10-18,,Reinspection/Followup
1652,2013-10-24,100,Routine - Unscheduled
1673,2013-10-16,100,Routine - Unscheduled
1674,2013-10-29,,Reinspection/Followup
1724,2013-10-17,92,Routine - Unscheduled
1777,2013-10-08,87,Routine - Unscheduled
1778,2013-10-10,90,Routine - Unscheduled
1778,2013-10-17,,Reinspection/Followup
1856,2013-10-21,93,Routine - Unscheduled
1882,2013-10-16,96,Routine - Unscheduled
1930,2013-10-10,90,Routine - Unscheduled
1994,2013-10-30,88,Routine - Unscheduled
2002,2013-10-16,100,Routine - Unscheduled
2008,2013-10-28,90,Routine - Unscheduled
2066,2013-10-16,,Complaint
2106,2013-10-10,,Reinspection/Followup
2109,2013-10-08,88,Routine - Unscheduled
2115,2013-10-15,88,Routine - Unscheduled
2165,2013-10-30,94,Routine - Unscheduled
2189,2013-10-24,75,Routine - Unscheduled
2189,2013-10-25,,Reinspection/Followup
2266,2013-10-11,90,Routine - Unscheduled
2266,2013-10-24,,Reinspection/Followup
2292,2013-10-21,,Complaint
2427,2013-10-09,,Reinspection/Followup
2455,2013-10-21,100,Routine - Unscheduled
2472,2013-10-31,,Complaint
2483,2013-10-21,92,Routine - Unscheduled
2495,2013-10-08,,New Construction
2495,2013-10-15,,New Construction
2495,2013-10-16,,New Construction
2497,2013-10-07,89,Routine - Unscheduled
2542,2013-10-21,83,Routine - Unscheduled
2592,2013-10-28,100,Routine - Unscheduled
2599,2013-10-08,76,Routine - Unscheduled
2599,2013-10-17,,Reinspection/Followup
2643,2013-10-31,,Complaint
2646,2013-10-11,89,Routine - Unscheduled
2646,2013-10-17,,Reinspection/Followup
2684,2013-10-07,,Reinspection/Followup
2684,2013-10-07,92,Routine - Unscheduled
2684,2013-10-07,,Complaint
2724,2013-10-10,,Non-inspection site visit
2739,2013-10-08,,Reinspection/Followup
2743,2013-10-29,90,Routine - Unscheduled
2773,2013-10-18,94,Routine - Unscheduled
2778,2013-10-08,91,Routine - Unscheduled
2785,2013-10-10,,Reinspection/Followup
2785,2013-10-16,,Non-inspection site visit
2785,2013-10-17,,Reinspection/Followup
2785,2013-10-17,,Non-inspection site visit
2871,2013-10-15,100,Routine - Unscheduled
2924,2013-10-08,90,Routine - Unscheduled
2924,2013-10-16,,Reinspection/Followup
2925,2013-10-08,94,Routine - Unscheduled
2925,2013-10-16,,Reinspection/Followup
2980,2013-10-17,96,Routine - Unscheduled
3029,2013-10-09,,Complaint
3046,2013-10-10,,Reinspection/Followup
3055,2013-10-29,94,Routine - Unscheduled
3076,2013-10-21,100,Routine - Unscheduled
3082,2013-10-11,93,Routine - Unscheduled
3082,2013-10-17,,Reinspection/Followup
3115,2013-10-10,83,Routine - Unscheduled
3115,2013-10-22,,Reinspection/Followup
3122,2013-10-16,89,Routine - Unscheduled
3211,2013-10-15,96,Routine - Unscheduled
3237,2013-10-09,,Reinspection/Followup
3237,2013-10-29,,Reinspection/Followup
3267,2013-10-07,,Complaint
3286,2013-10-31,85,Routine - Unscheduled
3331,2013-10-22,88,Routine - Unscheduled
3350,2013-10-22,94,Routine - Unscheduled
