business_id,date,score,type
10,2014-08-07,,Reinspection/Followup
58,2014-08-05,,Reinspection/Followup
121,2014-08-13,90,Routine - Unscheduled
121,2014-08-20,,Reinspection/Followup
192,2014-08-13,92,Routine - Unscheduled
240,2014-08-22,,Reinspection/Followup
268,2014-08-29,96,Routine - Unscheduled
273,2014-08-13,71,Routine - Unscheduled
276,2014-08-06,98,Routine - Unscheduled
393,2014-08-07,,Complaint
393,2014-08-18,,Complaint
415,2014-08-05,,Reinspection/Followup
428,2014-08-26,100,Routine - Unscheduled
435,2014-08-27,96,Routine - Unscheduled
448,2014-08-18,85,Routine - Unscheduled
448,2014-08-25,,Reinspection/Followup
475,2014-08-11,94,Routine - Unscheduled
475,2014-08-18,,Reinspection/Followup
480,2014-08-06,72,Routine - Unscheduled
480,2014-08-11,,Reinspection/Followup
480,2014-08-14,,Reinspection/Followup
484,2014-08-22,86,Routine - Unscheduled
484,2014-08-29,,Reinspection/Followup
500,2014-08-11,81,Routine - Unscheduled
500,2014-08-20,,Reinspection/Followup
507,2014-08-25,94,Routine - Unscheduled
552,2014-08-05,83,Routine - Unscheduled
580,2014-08-11,96,Routine - Unscheduled
588,2014-08-12,90,Routine - Unscheduled
619,2014-08-11,89,Routine - Unscheduled
619,2014-08-27,,Reinspection/Followup
670,2014-08-26,84,Routine - Unscheduled
691,2014-08-27,86,Routine - Unscheduled
741,2014-08-18,83,Routine - Unscheduled
880,2014-08-12,73,Routine - Unscheduled
905,2014-08-25,93,Routine - Unscheduled
985,2014-08-18,,Complaint
1065,2014-08-22,,Reinspection/Followup
1116,2014-08-29,96,Routine - Unscheduled
1147,2014-08-01,100,Routine - Unscheduled
1337,2014-08-28,80,Routine - Unscheduled
1359,2014-08-12,,Complaint
1381,2014-08-25,100,Routine - Unscheduled
1398,2014-08-13,84,Routine - Unscheduled
1438,2014-08-13,94,Routine - Unscheduled
1505,2014-08-29,96,Routine - Unscheduled
1607,2014-08-20,96,Routine - Unscheduled
1623,2014-08-11,91,Routine - Unscheduled
1623,2014-08-25,,Reinspection/Followup
1631,2014-08-20,84,Routine - Unscheduled
1811,2014-08-19,96,Routine - Unscheduled
1831,2014-08-08,100,Routine - Unscheduled
1832,2014-08-26,83,Routine - Unscheduled
1837,2014-08-07,,Reinspection/Followup
1866,2014-08-29,,Non-inspection site visit
1867,2014-08-19,89,Routine - Unscheduled
1867,2014-08-26,,Reinspection/Followup
1870,2014-08-07,,Reinspection/Followup
1894,2014-08-29,,Complaint
1921,2014-08-13,82,Routine - Unscheduled
1921,2014-08-20,,Reinspection/Followup
1922,2014-08-15,92,Routine - Unscheduled
1952,2014-08-04,92,Routine - Unscheduled
1963,2014-08-18,79,Routine - Unscheduled
2044,2014-08-06,69,Routine - Unscheduled
